,gameId,playId,nflId,displayName,frameId,time,jerseyNumber,club,playDirection,x,y,s,a,dis,o,dir,event,play_uuid,converted
38,2022100600,4703,47872.0,Bobby Okereke,6,2022-10-06 23:41:50.700000,58.0,IND,left,11.47,29.54,0.23,0.03,0.04,118.09,167.32,ball_snap,2022100600.4703,False
39,2022100600,4703,47942.0,Byron Cowart,6,2022-10-06 23:41:50.700000,96.0,IND,left,15.28,27.24,0.17,1.18,0.02,80.95,92.94,ball_snap,2022100600.4703,False
40,2022100600,4703,48094.0,Calvin Anderson,6,2022-10-06 23:41:50.700000,76.0,DEN,left,17.31,24.62,0.63,1.7,0.07,280.67,202.56,ball_snap,2022100600.4703,False
41,2022100600,4703,52423.0,Jerry Jeudy,6,2022-10-06 23:41:50.700000,10.0,DEN,left,17.21,16.92,0.0,0.0,0.01,289.98,165.05,ball_snap,2022100600.4703,False
42,2022100600,4703,52491.0,Lloyd Cushenberry,6,2022-10-06 23:41:50.700000,79.0,DEN,left,16.46,27.79,0.29,0.94,0.03,271.27,185.54,ball_snap,2022100600.4703,False
43,2022100600,4703,52619.0,Isaiah Rodgers,6,2022-10-06 23:41:50.700000,34.0,IND,left,14.32,35.01,0.74,0.96,0.07,141.14,316.88,ball_snap,2022100600.4703,False
44,2022100600,4703,54704.0,Rodney Thomas,6,2022-10-06 23:41:50.700000,25.0,IND,left,7.24,22.95,1.11,0.64,0.11,65.99,343.03,ball_snap,2022100600.4703,False
45,2022100600,4703,,football,6,2022-10-06 23:41:50.700000,,football,left,16.5699996948242,27.7399997711182,6.3600001335144,0.519999980926514,0.639999985694885,,,ball_snap,2022100600.4703,False
46,2022100900,1276,29851.0,Aaron Rodgers,6,2022-10-09 10:24:50.799999,12.0,GB,right,86.36,23.72,0.32,0.41,0.03,98.2,104.2,ball_snap,2022100900.1276,True
47,2022100900,1276,30842.0,Marcedes Lewis,6,2022-10-09 10:24:50.799999,89.0,GB,right,88.89,18.95,0.0,0.0,0.0,79.58,155.73,ball_snap,2022100900.1276,True
48,2022100900,1276,37139.0,Randall Cobb,6,2022-10-09 10:24:50.799999,18.0,GB,right,89.97,34.63,0.02,0.41,0.01,98.51,61.31,ball_snap,2022100900.1276,True
49,2022100900,1276,40737.0,Tony Jefferson,6,2022-10-09 10:24:50.799999,36.0,NYG,right,92.86,21.74,0.01,0.01,0.02,273.52,59.75,ball_snap,2022100900.1276,True
50,2022100900,1276,43333.0,Jihad Ward,6,2022-10-09 10:24:50.799999,55.0,NYG,right,92.25,23.06,0.6,1.27,0.04,302.76,283.26,ball_snap,2022100900.1276,True
51,2022100900,1276,44830.0,Adoree' Jackson,6,2022-10-09 10:24:50.799999,22.0,NYG,right,96.92,12.8,0.01,0.01,0.01,318.31,137.33,ball_snap,2022100900.1276,True
52,2022100900,1276,44893.0,Fabian Moreau,6,2022-10-09 10:24:50.799999,37.0,NYG,right,98.75,43.64,0.01,0.01,0.01,256.46,336.87,ball_snap,2022100900.1276,True
53,2022100900,1276,44995.0,Aaron Jones,6,2022-10-09 10:24:50.799999,33.0,GB,right,85.55,21.33,0.21,0.11,0.02,85.0,346.46,ball_snap,2022100900.1276,True
54,2022100900,1276,46705.0,Allen Lazard,6,2022-10-09 10:24:50.799999,13.0,GB,right,89.84,15.41,0.0,0.0,0.0,87.47,56.77,ball_snap,2022100900.1276,True
55,2022100900,1276,47800.0,Dexter Lawrence,6,2022-10-09 10:24:50.799999,97.0,NYG,right,91.6,26.5,0.18,0.73,0.04,259.41,265.78,ball_snap,2022100900.1276,True
56,2022100900,1276,47827.0,Elgton Jenkins,6,2022-10-09 10:24:50.799999,74.0,GB,right,89.29,20.49,0.0,0.0,0.01,95.58,45.4,ball_snap,2022100900.1276,True
57,2022100900,1276,47878.0,Oshane Ximines,6,2022-10-09 10:24:50.799999,53.0,NYG,right,91.31,29.9,0.02,0.35,0.02,220.46,307.02,ball_snap,2022100900.1276,True
58,2022100900,1276,47891.0,Julian Love,6,2022-10-09 10:24:50.799999,20.0,NYG,right,106.34,28.18,0.2,0.88,0.02,278.49,13.63,ball_snap,2022100900.1276,True
59,2022100900,1276,48181.0,Yosuah Nijman,6,2022-10-09 10:24:50.799999,73.0,GB,right,89.38,27.47,0.1,0.84,0.01,262.33,348.21,ball_snap,2022100900.1276,True
60,2022100900,1276,52444.0,Xavier McKinney,6,2022-10-09 10:24:50.799999,29.0,NYG,right,101.7,18.84,0.02,0.59,0.0,269.14,120.82,ball_snap,2022100900.1276,True
61,2022100900,1276,52518.0,Darnay Holmes,6,2022-10-09 10:24:50.799999,30.0,NYG,right,94.7,33.6,0.01,0.01,0.0,269.82,247.88,ball_snap,2022100900.1276,True
62,2022100900,1276,52600.0,Jon Runyan,6,2022-10-09 10:24:50.799999,76.0,GB,right,89.77,25.71,0.21,0.81,0.02,88.44,42.34,ball_snap,2022100900.1276,True
63,2022100900,1276,53491.0,Josh Myers,6,2022-10-09 10:24:50.799999,71.0,GB,right,90.57,23.74,0.21,0.79,0.03,56.72,90.27,ball_snap,2022100900.1276,True
64,2022100900,1276,53571.0,Royce Newman,6,2022-10-09 10:24:50.799999,70.0,GB,right,89.71,22.12,0.21,1.11,0.02,82.33,48.92,ball_snap,2022100900.1276,True
65,2022100900,1276,54470.0,Kayvon Thibodeaux,6,2022-10-09 10:24:50.799999,5.0,NYG,right,91.67,17.13,0.06,1.36,0.0,312.33,275.45,ball_snap,2022100900.1276,True
66,2022100900,1276,54579.0,Dane Belton,6,2022-10-09 10:24:50.799999,24.0,NYG,right,92.29,18.4,0.1,0.09,0.01,273.79,350.22,ball_snap,2022100900.1276,True
67,2022100900,1276,54597.0,Romeo Doubs,6,2022-10-09 10:24:50.799999,87.0,GB,right,89.92,43.85,0.0,0.0,0.0,93.54,176.46,ball_snap,2022100900.1276,True
68,2022100900,1276,,football,6,2022-10-09 10:24:50.799999,,football,right,90.870002746582,23.7000007629395,0.0,0.0,0.0,,,ball_snap,2022100900.1276,True
69,2022100900,2151,42381.0,Preston Smith,6,2022-10-09 11:14:20.599999,91.0,GB,left,39.45,20.72,0.25,0.43,0.03,72.42,63.49,ball_snap,2022100900.2151,True
70,2022100900,2151,42471.0,Jon Feliciano,6,2022-10-09 11:14:20.599999,76.0,NYG,left,40.83,26.52,0.31,0.75,0.04,280.8,112.18,ball_snap,2022100900.2151,True
71,2022100900,2151,42477.0,Mark Glowinski,6,2022-10-09 11:14:20.599999,64.0,NYG,left,41.17,28.27,0.0,0.0,0.0,270.01,104.97,ball_snap,2022100900.2151,True
72,2022100900,2151,42485.0,Adrian Amos,6,2022-10-09 11:14:20.599999,31.0,GB,left,32.63,16.62,0.34,0.46,0.03,71.92,277.25,ball_snap,2022100900.2151,True
73,2022100900,2151,43316.0,Kenny Clark,6,2022-10-09 11:14:20.599999,97.0,GB,left,39.39,30.03,0.51,0.34,0.06,92.41,68.51,ball_snap,2022100900.2151,True
74,2022100900,2151,43338.0,Jarran Reed,6,2022-10-09 11:14:20.599999,90.0,GB,left,39.55,25.57,0.1,0.86,0.02,261.46,115.06,ball_snap,2022100900.2151,True
75,2022100900,2151,43404.0,De'Vondre Campbell,6,2022-10-09 11:14:20.599999,59.0,GB,left,37.75,30.16,4.67,3.48,0.45,18.12,343.47,ball_snap,2022100900.2151,True
76,2022100900,2151,44003.0,Marcus Johnson,6,2022-10-09 11:14:20.599999,84.0,NYG,left,40.82,43.43,0.0,0.0,0.0,237.05,77.01,ball_snap,2022100900.2151,True
77,2022100900,2151,44911.0,Rasul Douglas,6,2022-10-09 11:14:20.599999,29.0,GB,left,38.3,36.81,0.36,0.18,0.04,94.86,262.93,ball_snap,2022100900.2151,True
78,2022100900,2151,46071.0,Saquon Barkley,6,2022-10-09 11:14:20.599999,26.0,NYG,left,46.0,30.27,6.3,0.99,0.63,352.32,4.73,ball_snap,2022100900.2151,True
79,2022100900,2151,46087.0,Jaire Alexander,6,2022-10-09 11:14:20.599999,23.0,GB,left,38.83,9.43,0.47,0.04,0.05,61.37,268.29,ball_snap,2022100900.2151,True
80,2022100900,2151,46309.0,Richie James,6,2022-10-09 11:14:20.599999,80.0,NYG,left,41.43,36.96,0.0,0.0,0.0,260.71,282.86,ball_snap,2022100900.2151,True
81,2022100900,2151,46797.0,Tanner Hudson,6,2022-10-09 11:14:20.599999,88.0,NYG,left,40.84,9.26,0.0,0.0,0.0,302.24,0.66,ball_snap,2022100900.2151,True
82,2022100900,2151,47789.0,Daniel Jones,6,2022-10-09 11:14:20.599999,8.0,NYG,left,45.14,26.62,0.0,0.0,0.0,260.93,275.8,ball_snap,2022100900.2151,True
83,2022100900,2151,47795.0,Rashan Gary,6,2022-10-09 11:14:20.599999,52.0,GB,left,39.48,32.67,0.04,0.15,0.02,131.71,128.9,ball_snap,2022100900.2151,True
84,2022100900,2151,47804.0,Darnell Savage,6,2022-10-09 11:14:20.599999,26.0,GB,left,33.22,25.21,1.51,0.39,0.15,38.4,332.56,ball_snap,2022100900.2151,True
85,2022100900,2151,48489.0,David Sills,6,2022-10-09 11:14:20.599999,13.0,NYG,left,41.32,17.19,0.0,0.0,0.0,269.2,206.81,ball_snap,2022100900.2151,True
86,2022100900,2151,52412.0,Andrew Thomas,6,2022-10-09 11:14:20.599999,78.0,NYG,left,41.64,23.46,0.01,0.3,0.01,264.82,350.41,ball_snap,2022100900.2151,True
87,2022100900,2151,52551.0,Ben Bredeson,6,2022-10-09 11:14:20.599999,68.0,NYG,left,41.49,25.11,0.04,0.33,0.0,269.18,211.65,ball_snap,2022100900.2151,True
88,2022100900,2151,53458.0,Eric Stokes,6,2022-10-09 11:14:20.599999,21.0,GB,left,38.76,43.2,0.35,0.83,0.04,67.57,344.26,ball_snap,2022100900.2151,True
89,2022100900,2151,54472.0,Evan Neal,6,2022-10-09 11:14:20.599999,73.0,NYG,left,41.45,29.84,0.0,0.0,0.02,252.94,76.31,ball_snap,2022100900.2151,True
90,2022100900,2151,54487.0,Quay Walker,6,2022-10-09 11:14:20.599999,7.0,GB,left,39.43,23.53,0.01,0.01,0.0,111.55,300.05,ball_snap,2022100900.2151,True
91,2022100900,2151,,football,6,2022-10-09 11:14:20.599999,,football,left,40.6199989318848,26.9400005340576,5.67999982833862,0.370000004768372,0.340000003576279,,,ball_snap,2022100900.2151,True
92,2022100900,2245,42381.0,Preston Smith,6,2022-10-09 11:17:08.500000,91.0,GB,left,31.22,22.43,0.02,0.49,0.01,45.05,72.85,ball_snap,2022100900.2245,False
93,2022100900,2245,42471.0,Jon Feliciano,6,2022-10-09 11:17:08.500000,76.0,NYG,left,32.68,29.6,0.34,0.91,0.03,269.52,151.7,ball_snap,2022100900.2245,False
94,2022100900,2245,42477.0,Mark Glowinski,6,2022-10-09 11:17:08.500000,64.0,NYG,left,33.17,31.16,0.04,0.52,0.01,249.78,181.4,ball_snap,2022100900.2245,False
95,2022100900,2245,42485.0,Adrian Amos,6,2022-10-09 11:17:08.500000,31.0,GB,left,23.63,36.85,1.06,0.67,0.1,107.76,83.7,ball_snap,2022100900.2245,False
96,2022100900,2245,43316.0,Kenny Clark,6,2022-10-09 11:17:08.500000,97.0,GB,left,31.46,26.67,0.43,1.02,0.05,51.47,100.58,ball_snap,2022100900.2245,False
97,2022100900,2245,43338.0,Jarran Reed,6,2022-10-09 11:17:08.500000,90.0,GB,left,31.44,30.67,0.45,2.2,0.04,264.16,88.29,ball_snap,2022100900.2245,False
98,2022100900,2245,43404.0,De'Vondre Campbell,6,2022-10-09 11:17:08.500000,59.0,GB,left,31.04,28.65,0.51,3.04,0.04,81.33,79.92,ball_snap,2022100900.2245,False
99,2022100900,2245,44003.0,Marcus Johnson,6,2022-10-09 11:17:08.500000,84.0,NYG,left,32.82,41.93,0.03,0.34,0.0,245.14,260.43,ball_snap,2022100900.2245,False
100,2022100900,2245,44911.0,Rasul Douglas,6,2022-10-09 11:17:08.500000,29.0,GB,left,25.83,16.91,0.0,0.0,0.01,69.93,275.06,ball_snap,2022100900.2245,False
101,2022100900,2245,45186.0,Matt Breida,6,2022-10-09 11:17:08.500000,31.0,NYG,left,37.12,31.69,0.02,0.14,0.0,268.38,281.29,ball_snap,2022100900.2245,False
102,2022100900,2245,46087.0,Jaire Alexander,6,2022-10-09 11:17:08.500000,23.0,GB,left,31.01,10.28,0.02,0.02,0.01,88.14,213.17,ball_snap,2022100900.2245,False
103,2022100900,2245,46309.0,Richie James,6,2022-10-09 11:17:08.500000,80.0,NYG,left,33.66,16.82,0.0,0.0,0.0,263.24,182.68,ball_snap,2022100900.2245,False
104,2022100900,2245,46797.0,Tanner Hudson,6,2022-10-09 11:17:08.500000,88.0,NYG,left,34.18,24.75,0.04,0.04,0.04,231.44,158.73,ball_snap,2022100900.2245,False
105,2022100900,2245,47789.0,Daniel Jones,6,2022-10-09 11:17:08.500000,8.0,NYG,left,37.15,29.76,0.04,0.05,0.01,255.24,279.24,ball_snap,2022100900.2245,False
106,2022100900,2245,47795.0,Rashan Gary,6,2022-10-09 11:17:08.500000,52.0,GB,left,31.56,35.59,0.0,0.0,0.01,144.0,101.16,ball_snap,2022100900.2245,False
107,2022100900,2245,47804.0,Darnell Savage,6,2022-10-09 11:17:08.500000,26.0,GB,left,25.16,25.23,0.0,0.0,0.01,42.58,275.65,ball_snap,2022100900.2245,False
108,2022100900,2245,47954.0,Darius Slayton,6,2022-10-09 11:17:08.500000,86.0,NYG,left,32.98,10.39,0.0,0.0,0.0,281.88,355.39,ball_snap,2022100900.2245,False
109,2022100900,2245,52412.0,Andrew Thomas,6,2022-10-09 11:17:08.500000,78.0,NYG,left,33.38,26.64,0.01,0.13,0.0,263.71,355.39,ball_snap,2022100900.2245,False
110,2022100900,2245,52551.0,Ben Bredeson,6,2022-10-09 11:17:08.500000,68.0,NYG,left,33.17,28.26,0.27,1.63,0.02,264.8,160.62,ball_snap,2022100900.2245,False
111,2022100900,2245,53458.0,Eric Stokes,6,2022-10-09 11:17:08.500000,21.0,GB,left,30.56,42.46,0.24,0.1,0.02,86.56,297.47,ball_snap,2022100900.2245,False
112,2022100900,2245,54472.0,Evan Neal,6,2022-10-09 11:17:08.500000,73.0,NYG,left,33.28,32.88,0.09,1.1,0.01,243.81,34.75,ball_snap,2022100900.2245,False
113,2022100900,2245,54487.0,Quay Walker,6,2022-10-09 11:17:08.500000,7.0,GB,left,30.98,32.2,1.01,2.58,0.1,102.49,201.38,ball_snap,2022100900.2245,False
114,2022100900,2245,,football,6,2022-10-09 11:17:08.500000,,football,left,32.189998626709,29.7700004577637,0.0,0.0,0.0099999997764825,,,ball_snap,2022100900.2245,False
115,2022100902,653,41264.0,Joel Bitonio,6,2022-10-09 13:25:03.599999,75.0,CLE,left,25.02,22.02,0.09,1.05,0.03,33.19,316.62,ball_snap,2022100902.653,True
116,2022100902,653,42347.0,Amari Cooper,6,2022-10-09 13:25:03.599999,2.0,CLE,left,25.2,8.29,0.01,0.02,0.01,270.97,273.68,ball_snap,2022100902.653,True
117,2022100902,653,42559.0,Christian Covington,6,2022-10-09 13:25:03.599999,95.0,LAC,left,23.26,23.48,0.01,0.23,0.01,86.39,45.32,ball_snap,2022100902.653,True
118,2022100902,653,42935.0,Bryce Callahan,6,2022-10-09 13:25:03.599999,23.0,LAC,left,22.27,27.97,0.1,0.07,0.01,69.87,116.78,ball_snap,2022100902.653,True
119,2022100902,653,43297.0,Jack Conklin,6,2022-10-09 13:25:03.599999,78.0,CLE,left,25.02,18.97,0.05,0.03,0.06,269.13,14.59,ball_snap,2022100902.653,True
120,2022100902,653,43332.0,Austin Johnson,6,2022-10-09 13:25:03.599999,98.0,LAC,left,23.44,25.37,0.27,0.89,0.04,78.9,117.8,ball_snap,2022100902.653,True
121,2022100902,653,43380.0,Jacoby Brissett,6,2022-10-09 13:25:03.599999,7.0,CLE,left,25.64,23.36,0.07,0.06,0.05,267.31,262.58,ball_snap,2022100902.653,True
122,2022100902,653,44841.0,David Njoku,6,2022-10-09 13:25:03.599999,85.0,CLE,left,25.12,26.2,0.02,0.23,0.02,155.77,182.6,ball_snap,2022100902.653,True
123,2022100902,653,44870.0,Ethan Pocic,6,2022-10-09 13:25:03.599999,55.0,CLE,left,24.88,23.18,0.15,0.52,0.02,262.71,237.03,ball_snap,2022100902.653,True
124,2022100902,653,46086.0,Derwin James,6,2022-10-09 13:25:03.599999,3.0,LAC,left,17.05,18.29,0.55,0.38,0.06,91.87,282.76,ball_snap,2022100902.653,True
125,2022100902,653,46104.0,Nick Chubb,6,2022-10-09 13:25:03.599999,24.0,CLE,left,32.31,23.46,0.0,0.0,0.0,265.84,197.31,ball_snap,2022100902.653,True
126,2022100902,653,46235.0,Wyatt Teller,6,2022-10-09 13:25:03.599999,77.0,CLE,left,25.04,25.09,0.09,0.67,0.01,255.04,199.94,ball_snap,2022100902.653,True
127,2022100902,653,46775.0,J.C. Jackson,6,2022-10-09 13:25:03.599999,27.0,LAC,left,22.23,8.19,0.25,0.59,0.02,49.48,132.11,ball_snap,2022100902.653,True
128,2022100902,653,47811.0,Jerry Tillery,6,2022-10-09 13:25:03.599999,99.0,LAC,left,23.3,20.71,0.09,0.8,0.04,102.05,44.96,ball_snap,2022100902.653,True
129,2022100902,653,47913.0,Drue Tranquill,6,2022-10-09 13:25:03.599999,49.0,LAC,left,20.03,22.62,1.02,0.61,0.11,68.97,159.62,ball_snap,2022100902.653,True
130,2022100902,653,52418.0,Jedrick Wills,6,2022-10-09 13:25:03.599999,71.0,CLE,left,24.98,20.48,0.21,1.03,0.03,256.92,321.75,ball_snap,2022100902.653,True
131,2022100902,653,52594.0,Alohi Gilman,6,2022-10-09 13:25:03.599999,32.0,LAC,left,19.49,26.97,0.12,0.79,0.01,87.36,172.53,ball_snap,2022100902.653,True
132,2022100902,653,52595.0,Donovan Peoples-Jones,6,2022-10-09 13:25:03.599999,11.0,CLE,left,26.02,28.34,0.01,0.01,0.01,124.83,328.69,ball_snap,2022100902.653,True
133,2022100902,653,52662.0,Derrek Tuszka,6,2022-10-09 13:25:03.599999,59.0,LAC,left,23.35,30.12,0.13,1.0,0.02,253.73,101.0,ball_snap,2022100902.653,True
134,2022100902,653,53476.0,Asante Samuel,6,2022-10-09 13:25:03.599999,26.0,LAC,left,20.06,30.73,0.18,0.54,0.02,95.78,10.32,ball_snap,2022100902.653,True
135,2022100902,653,53547.0,Chris Rumph,6,2022-10-09 13:25:03.599999,94.0,LAC,left,23.49,16.88,0.48,1.03,0.04,121.53,70.9,ball_snap,2022100902.653,True
136,2022100902,653,54564.0,David Bell,6,2022-10-09 13:25:03.599999,18.0,CLE,left,25.78,27.62,0.0,0.0,0.01,254.38,280.27,ball_snap,2022100902.653,True
137,2022100902,653,,football,6,2022-10-09 13:25:03.599999,,football,left,24.6599998474121,23.4099998474121,0.150000005960464,0.129999995231628,0.0700000002980232,,,ball_snap,2022100902.653,True
138,2022100902,1894,41227.0,Jadeveon Clowney,6,2022-10-09 14:24:23.400000,90.0,CLE,left,74.94,32.27,0.83,1.36,0.08,103.25,122.37,ball_snap,2022100902.1894,False
139,2022100902,1894,41390.0,Corey Linsley,6,2022-10-09 14:24:23.400000,63.0,LAC,left,75.78,29.5,0.48,0.87,0.05,254.47,308.25,ball_snap,2022100902.1894,False
140,2022100902,1894,41959.0,Matt Feiler,6,2022-10-09 14:24:23.400000,71.0,LAC,left,76.27,28.02,0.79,1.35,0.07,280.56,320.17,ball_snap,2022100902.1894,False
141,2022100902,1894,44813.0,Myles Garrett,6,2022-10-09 14:24:23.400000,95.0,CLE,left,74.87,24.65,0.55,1.21,0.1,81.2,35.79,ball_snap,2022100902.1894,False
142,2022100902,1894,44819.0,Mike Williams,6,2022-10-09 14:24:23.400000,81.0,LAC,left,76.17,11.04,0.02,0.02,0.03,320.82,262.19,ball_snap,2022100902.1894,False
143,2022100902,1894,44903.0,John Johnson,6,2022-10-09 14:24:23.400000,43.0,CLE,left,62.24,23.08,0.18,0.91,0.02,170.86,139.03,ball_snap,2022100902.1894,False
144,2022100902,1894,45573.0,Austin Ekeler,6,2022-10-09 14:24:23.400000,30.0,LAC,left,82.52,29.32,0.02,0.54,0.01,271.66,175.43,ball_snap,2022100902.1894,False
145,2022100902,1894,45630.0,Storm Norton,6,2022-10-09 14:24:23.400000,74.0,LAC,left,76.25,31.91,1.02,2.26,0.1,267.68,212.98,ball_snap,2022100902.1894,False
