play_uuid,off_x0,off_y0,off_s0,off_a0,off_dis0,off_o0,off_dir0,off_x1,off_y1,off_s1,off_a1,off_dis1,off_o1,off_dir1,off_x2,off_y2,off_s2,off_a2,off_dis2,off_o2,off_dir2,off_x3,off_y3,off_s3,off_a3,off_dis3,off_o3,off_dir3,off_x4,off_y4,off_s4,off_a4,off_dis4,off_o4,off_dir4,off_x5,off_y5,off_s5,off_a5,off_dis5,off_o5,off_dir5,off_x6,off_y6,off_s6,off_a6,off_dis6,off_o6,off_dir6,off_x7,off_y7,off_s7,off_a7,off_dis7,off_o7,off_dir7,off_x8,off_y8,off_s8,off_a8,off_dis8,off_o8,off_dir8,off_x9,off_y9,off_s9,off_a9,off_dis9,off_o9,off_dir9,off_x10,off_y10,off_s10,off_a10,off_dis10,off_o10,off_dir10,def_x0,def_y0,def_s0,def_a0,def_dis0,def_o0,def_dir0,def_x1,def_y1,def_s1,def_a1,def_dis1,def_o1,def_dir1,def_x2,def_y2,def_s2,def_a2,def_dis2,def_o2,def_dir2,def_x3,def_y3,def_s3,def_a3,def_dis3,def_o3,def_dir3,def_x4,def_y4,def_s4,def_a4,def_dis4,def_o4,def_dir4,def_x5,def_y5,def_s5,def_a5,def_dis5,def_o5,def_dir5,def_x6,def_y6,def_s6,def_a6,def_dis6,def_o6,def_dir6,def_x7,def_y7,def_s7,def_a7,def_dis7,def_o7,def_dir7,def_x8,def_y8,def_s8,def_a8,def_dis8,def_o8,def_dir8,def_x9,def_y9,def_s9,def_a9,def_dis9,def_o9,def_dir9,def_x10,def_y10,def_s10,def_a10,def_dis10,def_o10,def_dir10,converted,playType,ballDirection,cumulativeOverall_O,cumulativeOverall_D,cumulativeOverall_P,cumulativePerFormation_O,cumulativePerFormation_D,cumulativePerFormation_P,cumulativePerBoxCt_O,cumulativePerBoxCt_D,cumulativePerBoxCt_P,week,quarter,yardsToGo,preSnapHomeScore,preSnapVisitorScore,offenseFormation,defendersInTheBox,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,down
2022092507.3338,-5.000000228881799,0.16000007629389756,0.04,0.04,0.01,87.26,239.87,-0.6300002288818014,0.13000007629389998,0.28,0.75,0.03,89.34,310.37,-1.8800002288818014,-15.299999923706102,0.0,0.0,0.01,73.01,149.5,-1.1100002288818018,-4.949999923706102,0.13,1.23,0.01,75.21,77.43,-5.5300002288818,2.730000076293898,0.0,0.01,0.0,63.43,84.2,-1.3600002288818018,-1.2999999237060997,0.19,0.64,0.02,80.31,41.01,-1.7800002288818,3.2900000762939,0.14,1.06,0.01,61.53,298.48,-1.410000228881799,1.5900000762939008,0.33,0.76,0.03,91.54,266.94,-1.9900002288818008,9.870000076293902,0.0,0.0,0.01,93.68,50.43,-0.8200002288817991,17.9500000762939,0.0,0.0,0.01,89.16,171.69,-1.5000002288817988,-2.7599999237061006,0.06,0.48,0.01,79.32,237.53,5.179999771118201,-16.0599999237061,0.08,0.73,0.02,213.19,276.28,5.179999771118201,-16.0599999237061,1.45,0.23,0.14,265.89,89.16,5.179999771118201,-16.0599999237061,0.43,0.57,0.05,267.33,100.75,5.179999771118201,-16.0599999237061,0.19,1.2,0.05,304.47,310.79,5.179999771118201,-16.0599999237061,0.51,2.01,0.05,264.33,250.08,5.179999771118201,-16.0599999237061,0.8,0.61,0.08,275.01,68.07,5.179999771118201,-16.0599999237061,0.05,0.43,0.04,320.97,254.15,5.179999771118201,-16.0599999237061,0.97,0.61,0.1,252.15,71.13,5.179999771118201,-16.0599999237061,0.53,0.33,0.05,245.95,94.56,5.179999771118201,-16.0599999237061,0.78,0.49,0.08,248.67,189.12,5.179999771118201,-16.0599999237061,0.66,0.5,0.06,250.18,100.51,0,not_pass,middle,0.32558139534883723,0.6405228758169934,0.42857142857142855,0.3673469387755102,0.5866666666666667,0.6,1.0,0.375,1.0,3,4,21,24,16,SHOTGUN,4.0,0.916306466,0.083693534,-0.008319609,0.008319609,3
2022092508.1109,-0.5899984741211028,-1.7200003051757982,0.04,0.38,0.0,93.98,139.89,-0.7699984741211026,2.9599996948242016,0.11,1.05,0.01,100.4,174.44,-0.6699984741211011,1.3899996948242013,0.05,0.65,0.0,93.37,110.42,-4.439998474121104,-0.14000030517579987,0.2,0.13,0.02,98.4,119.38,-6.119998474121104,0.08999969482420056,0.0,0.0,0.0,107.28,90.15,-0.149998474121098,-0.05000030517580001,0.21,0.41,0.03,86.18,127.11,-0.869998474121104,6.2199996948242,0.01,0.01,0.01,84.63,207.91,-0.7299984741211034,-8.5000003051758,0.0,0.0,0.01,69.17,242.53,-0.5999984741211009,-3.340000305175799,0.03,0.26,0.0,91.62,210.23,-1.0199984741211026,4.3599996948242,0.01,0.01,0.0,96.18,312.16,-2.3199984741210997,3.3599996948242,2.05,5.63,0.19,137.88,175.96,1.0800015258788989,-3.051757992977855e-07,0.38,0.42,0.04,280.47,108.98,1.0800015258788989,-3.051757992977855e-07,0.38,0.32,0.04,263.0,178.42,1.0800015258788989,-3.051757992977855e-07,0.0,0.0,0.0,252.11,2.38,1.0800015258788989,-3.051757992977855e-07,2.07,1.43,0.21,232.77,193.08,1.0800015258788989,-3.051757992977855e-07,0.0,0.03,0.01,314.03,288.31,1.0800015258788989,-3.051757992977855e-07,0.59,0.68,0.06,276.41,74.72,1.0800015258788989,-3.051757992977855e-07,1.12,2.59,0.1,273.84,216.75,1.0800015258788989,-3.051757992977855e-07,0.24,0.69,0.03,272.11,207.91,1.0800015258788989,-3.051757992977855e-07,0.06,0.53,0.01,252.54,281.75,1.0800015258788989,-3.051757992977855e-07,0.0,0.1,0.0,271.01,354.71,1.0800015258788989,-3.051757992977855e-07,0.04,0.35,0.01,263.65,283.53,1,not_pass,left,0.38095238095238093,0.5638297872340425,0.0,0.0,0.0,0.0,0.2222222222222222,0.72,0.0,3,2,1,0,10,PISTOL,7.0,0.183122875,0.816877125,0.004380669,-0.004380669,3
2022092508.2154,-0.2799997329712003,5.5399994659423974,0.37,1.1,0.03,236.43,321.93,-0.6999997329712002,2.639999465942399,0.05,0.39,0.0,236.2,351.93,-0.7699997329712005,4.359999465942398,0.14,1.34,0.01,243.38,290.84,-5.129999732971202,7.9099994659423984,0.01,0.01,0.01,261.45,272.62,-0.829999732971201,8.569999465942399,0.1,0.27,0.04,295.66,240.43,-1.7399997329712011,-6.140000534057602,0.01,0.01,0.0,260.79,126.07,-4.969999732971202,5.679999465942398,0.0,0.0,0.01,270.97,14.5,-0.5499997329711999,-5.420000534057603,0.01,0.01,0.01,260.79,167.89,-0.5899997329712008,7.019999465942398,0.05,0.54,0.01,252.92,308.85,-0.6499997329711995,10.159999465942395,0.01,0.06,0.01,296.18,329.7,-1.3099997329711996,10.949999465942401,0.05,0.04,0.01,275.01,248.72,0.7200002670287997,9.869999465942403,0.76,0.8,0.07,65.45,64.72,0.7200002670287997,9.869999465942403,0.28,0.24,0.03,77.68,138.75,0.7200002670287997,9.869999465942403,0.09,0.84,0.01,104.9,80.27,0.7200002670287997,9.869999465942403,0.09,0.73,0.02,71.48,77.64,0.7200002670287997,9.869999465942403,0.33,0.05,0.04,106.51,86.99,0.7200002670287997,9.869999465942403,0.26,0.18,0.04,82.64,120.42,0.7200002670287997,9.869999465942403,0.7,0.66,0.08,85.92,63.36,0.7200002670287997,9.869999465942403,1.31,1.64,0.13,93.14,64.98,0.7200002670287997,9.869999465942403,0.04,0.05,0.02,96.98,140.93,0.7200002670287997,9.869999465942403,0.96,0.64,0.09,92.29,125.69,0.7200002670287997,9.869999465942403,0.0,0.03,0.01,80.65,38.55,0,not_pass,left,0.42567567567567566,0.6055045871559633,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.3157894736842105,0.5,0.75,0.0,3,2,1,0,17,SHOTGUN,8.0,0.026233093,0.973766907,0.00416542,-0.00416542,3
2022092508.2570,0.4300027465820051,-6.910000610351606,0.38,0.84,0.04,252.02,316.66,-0.1399972534180023,-9.910000610351606,0.02,0.37,0.0,242.75,28.46,-0.0699972534179949,-8.110000610351605,0.0,0.0,0.01,219.87,323.02,-0.35999725341800115,5.479999389648395,0.0,0.0,0.01,278.83,236.44,-0.5199972534179977,-3.790000610351605,0.16,1.36,0.01,285.1,301.25,-0.2599972534179926,12.519999389648394,0.0,0.0,0.01,280.97,245.37,-4.029997253418003,-6.790000610351605,0.06,0.41,0.01,283.2,310.02,-0.10999725341800115,-18.8600006103516,0.02,0.23,0.0,253.41,254.26,-0.1499972534179932,-5.190000610351603,0.21,1.0,0.02,262.47,296.97,-4.469997253418001,-4.630000610351605,0.02,0.02,0.01,257.46,233.12,-1.4499972534179904,-2.2700006103516053,0.0,0.0,0.0,270.92,193.02,1.670002746582,-4.450000610351605,0.12,0.11,0.04,75.7,7.44,1.670002746582,-4.450000610351605,0.47,0.03,0.05,90.53,283.8,1.670002746582,-4.450000610351605,0.12,1.01,0.01,74.71,85.65,1.670002746582,-4.450000610351605,0.06,0.46,0.01,95.35,58.33,1.670002746582,-4.450000610351605,0.35,0.38,0.04,88.46,73.31,1.670002746582,-4.450000610351605,0.43,1.2,0.05,94.72,295.26,1.670002746582,-4.450000610351605,0.42,3.7,0.03,89.39,59.36,1.670002746582,-4.450000610351605,0.0,0.0,0.0,106.85,76.57,1.670002746582,-4.450000610351605,0.06,0.06,0.01,86.6,25.61,1.670002746582,-4.450000610351605,0.18,0.69,0.05,108.45,97.14,1.670002746582,-4.450000610351605,0.01,0.19,0.0,94.8,36.69,0,not_pass,right,0.41935483870967744,0.6120689655172413,0.3076923076923077,0.4174757281553398,0.5925925925925926,0.3,0.40384615384615385,0.5714285714285714,0.2,3,3,3,0,24,SHOTGUN,6.0,0.004957639,0.995042361,0.001677058,-0.001677058,3
2022092508.3665,-0.5699998474120989,-0.14999938964839998,0.34,1.15,0.04,72.95,166.3,-0.9799998474121026,-3.0499993896483986,0.06,0.69,0.0,76.19,130.55,-1.0499998474121028,-1.3199993896483981,0.01,0.39,0.01,52.0,117.63,-0.589999847412102,11.730000610351599,0.0,0.0,0.0,94.41,99.94,-2.049999847412103,4.450000610351601,0.04,0.36,0.0,92.51,10.97,-1.3499998474121,2.810000610351601,0.01,0.3,0.01,89.49,130.87,-7.629999847412101,-0.019999389648397425,0.0,0.0,0.01,87.75,134.58,-1.1899998474121034,1.3800006103516012,0.15,0.87,0.02,73.17,131.3,-5.189999847412103,0.040000610351601296,0.03,0.69,0.01,93.45,155.17,-3.4099998474121023,3.8300006103516004,7.07,0.79,0.71,172.28,183.42,-1.1399998474120991,-4.479999389648398,0.0,0.0,0.0,98.08,117.94,0.7700001525878974,-6.259999389648399,0.13,1.0,0.01,286.19,327.23,0.7700001525878974,-6.259999389648399,0.16,0.59,0.01,274.54,242.86,0.7700001525878974,-6.259999389648399,0.57,0.09,0.09,265.75,100.13,0.7700001525878974,-6.259999389648399,0.04,0.32,0.01,291.82,296.07,0.7700001525878974,-6.259999389648399,0.19,0.94,0.02,289.74,230.12,0.7700001525878974,-6.259999389648399,0.08,0.61,0.03,272.55,270.85,0.7700001525878974,-6.259999389648399,0.0,0.0,0.0,275.72,5.67,0.7700001525878974,-6.259999389648399,0.87,0.54,0.08,257.0,290.2,0.7700001525878974,-6.259999389648399,0.22,1.81,0.02,264.91,266.89,0.7700001525878974,-6.259999389648399,6.26,2.6,0.62,184.97,173.82,0.7700001525878974,-6.259999389648399,0.03,0.04,0.02,286.09,276.64,1,not_pass,left,0.4088050314465409,0.625,0.3225806451612903,0.29411764705882354,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.875,0.0,3,4,1,2,24,PISTOL,8.0,0.001110599,0.998889401,-4.61e-05,4.61e-05,3
2022092508.422,-0.8899963378909916,4.399999618530295,0.18,0.63,0.02,249.88,254.22,-1.1399963378909916,0.8599996185302956,0.03,0.67,0.01,269.16,77.92,-1.0399963378909973,9.139999618530293,0.01,0.22,0.01,264.01,167.03,-0.9899963378910002,7.3199996185302965,0.03,0.34,0.0,261.02,190.63,-4.659996337890988,5.639999618530297,0.0,0.0,0.01,279.41,298.93,-0.21999633789098993,5.629999618530295,0.18,0.53,0.02,275.23,223.99,-5.019996337891001,3.3899996185302967,0.0,0.0,0.0,267.91,189.9,-1.3499963378909996,-6.0600003814697025,0.01,0.17,0.0,282.19,70.82,-1.1499963378909968,20.629999618530295,0.0,0.0,0.0,200.16,48.07,-1.0899963378909945,2.8999996185302948,0.21,1.18,0.02,274.39,196.43,-1.4399963378909888,-13.970000381469706,0.0,0.0,0.01,268.8,358.33,9.210003662109003,-14.000000381469707,0.07,0.64,0.01,130.01,113.21,9.210003662109003,-14.000000381469707,0.06,0.19,0.02,111.07,202.92,9.210003662109003,-14.000000381469707,0.01,0.01,0.01,64.44,259.92,9.210003662109003,-14.000000381469707,0.15,0.34,0.02,94.09,115.07,9.210003662109003,-14.000000381469707,0.02,0.47,0.01,64.16,56.1,9.210003662109003,-14.000000381469707,0.48,0.68,0.05,126.08,20.26,9.210003662109003,-14.000000381469707,0.46,2.22,0.04,58.68,94.47,9.210003662109003,-14.000000381469707,1.41,0.51,0.14,62.25,83.3,9.210003662109003,-14.000000381469707,0.71,0.39,0.07,89.06,330.5,9.210003662109003,-14.000000381469707,0.21,0.14,0.02,85.07,65.25,9.210003662109003,-14.000000381469707,0.07,0.06,0.01,110.34,333.8,0,not_pass,left,0.4020618556701031,0.5348837209302325,0.38461538461538464,0.4411764705882353,0.35135135135135137,0.5,0.43636363636363634,0.48936170212765956,0.45454545454545453,3,1,26,0,0,SHOTGUN,6.0,0.380227417,0.619772583,-0.024339177,0.024339177,3
2022092508.4271,-0.6200024414062,0.17000076293949817,0.38,1.34,0.04,54.08,355.26,-1.2700024414061915,-2.8199992370605003,0.42,1.6,0.04,91.38,27.91,-1.140002441406196,-1.5799992370605018,0.45,1.39,0.05,90.95,45.59,-1.2800024414061966,3.100000762939498,0.1,0.52,0.01,106.88,27.44,-1.5500024414061926,11.620000762939501,0.0,0.0,0.0,89.11,134.49,-6.800002441406193,0.13000076293949903,0.0,0.0,0.01,88.26,325.73,-1.5900024414061988,7.629395000208206e-07,0.0,0.0,0.0,81.57,233.36,-1.2500024414061954,19.960000762939497,0.0,0.0,0.0,95.51,177.61,-1.160002441406192,1.3600007629394995,0.07,0.87,0.01,82.7,31.84,-2.7200024414061943,-3.4799992370605004,0.35,2.16,0.02,93.18,61.08,-1.2500024414061954,-4.379999237060499,0.02,0.28,0.0,66.99,48.55,1.0399975585938108,11.310000762939499,0.01,0.2,0.01,261.13,277.96,1.0399975585938108,11.310000762939499,0.19,0.64,0.02,228.57,47.68,1.0399975585938108,11.310000762939499,0.62,2.13,0.05,242.99,323.57,1.0399975585938108,11.310000762939499,0.5,0.15,0.05,285.62,284.48,1.0399975585938108,11.310000762939499,0.23,1.16,0.03,241.89,279.18,1.0399975585938108,11.310000762939499,0.04,0.09,0.02,267.48,310.17,1.0399975585938108,11.310000762939499,0.03,0.46,0.01,270.82,273.92,1.0399975585938108,11.310000762939499,1.18,0.41,0.12,265.58,301.18,1.0399975585938108,11.310000762939499,0.2,0.97,0.02,291.6,305.98,1.0399975585938108,11.310000762939499,0.07,0.04,0.03,279.16,95.72,1.0399975585938108,11.310000762939499,0.0,0.0,0.0,279.17,32.13,0,not_pass,right,0.4049079754601227,0.6290322580645161,0.25,0.23529411764705882,0.6976744186046512,0.2727272727272727,0.38461538461538464,0.7777777777777778,0.2,3,4,3,8,24,SINGLEBACK,8.0,0.00197946,0.99802054,-0.000246126,0.000246126,3
2022092509.2873,-0.28999999999999915,18.159999160766603,0.01,0.22,0.01,265.07,180.95,-0.9400000000000013,1.9499991607665983,0.0,0.0,0.05,75.07,348.86,-0.7300000000000004,4.879999160766598,0.35,1.29,0.05,277.53,258.15,-1.5899999999999999,9.259999160766597,0.47,0.86,0.03,286.58,333.75,-0.870000000000001,8.6399991607666,0.01,0.11,0.04,282.8,47.12,-0.75,3.379999160766598,0.0,0.0,0.01,271.56,268.27,-0.9200000000000017,7.199999160766598,0.45,2.18,0.04,276.47,315.98,-3.719999999999999,8.3899991607666,0.0,0.0,0.0,272.77,296.64,-1.1400000000000006,5.9399991607666,0.24,0.71,0.03,273.89,103.86,-6.920000000000002,6.0499991607666,0.0,0.0,0.01,266.07,349.22,-0.4499999999999993,5.879999160766598,0.36,2.06,0.03,3.55,309.79,0.8000000000000007,4.989999160766597,0.64,0.13,0.07,90.0,23.42,0.8000000000000007,4.989999160766597,0.27,1.52,0.03,100.77,66.16,0.8000000000000007,4.989999160766597,0.01,0.11,0.02,100.8,146.96,0.8000000000000007,4.989999160766597,0.15,0.12,0.02,126.74,225.21,0.8000000000000007,4.989999160766597,1.27,0.41,0.13,77.84,93.51,0.8000000000000007,4.989999160766597,0.09,0.89,0.02,87.52,62.16,0.8000000000000007,4.989999160766597,0.21,0.95,0.02,87.77,152.84,0.8000000000000007,4.989999160766597,0.78,1.75,0.09,88.85,131.96,0.8000000000000007,4.989999160766597,0.29,0.14,0.02,123.74,7.4,0.8000000000000007,4.989999160766597,0.02,0.66,0.02,91.99,139.0,0.8000000000000007,4.989999160766597,0.15,0.18,0.02,99.3,150.25,0,not_pass,right,0.36428571428571427,0.5964912280701754,0.25,0.0,0.8333333333333334,0.0,0.25,0.8333333333333334,0.2,3,3,1,10,23,I_FORM,8.0,0.054558421,0.945441579,0.00640719,-0.00640719,3
2022092509.3295,-0.029998626709001996,9.460000152587899,0.0,0.0,0.01,74.18,108.26,-0.9099986267089974,-4.359999847412098,0.12,0.91,0.01,82.96,181.63,-0.3799986267089963,-1.3799998474120976,0.13,1.48,0.01,87.72,54.64,-0.8999986267089994,2.7200001525879003,0.11,0.44,0.02,111.04,230.18,-1.1099986267090003,4.040000152587901,1.05,2.37,0.11,76.66,159.58,-0.15999862670899745,-13.579999847412099,0.0,0.0,0.0,85.96,97.0,-0.4599986267090017,-2.9299998474120983,0.36,1.26,0.04,60.5,39.86,-0.6499986267089994,1.260000152587903,0.28,0.89,0.03,87.33,65.62,-4.869998626708998,2.1300001525879004,0.0,0.0,0.0,78.6,91.37,-4.319998626709001,-0.06999984741209886,0.0,0.0,0.0,86.94,98.37,0.1400013732909997,-0.36999984741209957,0.38,1.33,0.03,61.96,354.35,1.2500013732909991,-0.25999984741210014,0.02,0.56,0.01,90.0,258.77,1.2500013732909991,-0.25999984741210014,0.08,0.75,0.01,302.12,305.97,1.2500013732909991,-0.25999984741210014,1.04,1.69,0.11,253.74,233.97,1.2500013732909991,-0.25999984741210014,0.16,1.56,0.01,275.62,252.56,1.2500013732909991,-0.25999984741210014,0.12,0.32,0.02,292.89,222.1,1.2500013732909991,-0.25999984741210014,0.05,0.05,0.1,244.34,84.07,1.2500013732909991,-0.25999984741210014,0.82,0.99,0.08,272.18,320.83,1.2500013732909991,-0.25999984741210014,1.37,0.14,0.14,261.43,166.7,1.2500013732909991,-0.25999984741210014,0.14,0.12,0.05,260.91,288.48,1.2500013732909991,-0.25999984741210014,0.09,0.4,0.01,258.4,180.81,1.2500013732909991,-0.25999984741210014,0.22,1.05,0.02,279.1,253.46,1,not_pass,right,0.3586206896551724,0.6050420168067226,0.23529411764705882,0.3888888888888889,0.5897435897435898,0.29411764705882354,0.28,0.875,0.3076923076923077,3,4,3,10,31,SHOTGUN,7.0,0.008598483,0.991401517,-0.004187027,0.004187027,3
2022092509.386,-0.6300036621094023,-0.9600005340576026,0.01,0.2,0.02,232.43,177.23,-0.9500036621094097,4.589999465942398,0.0,0.0,0.01,261.03,328.24,-2.5100036621093977,10.129999465942394,0.0,0.0,0.01,291.68,322.65,-1.2200036621094057,8.969999465942397,0.0,0.14,0.02,274.52,153.17,-0.9800036621093966,14.369999465942396,0.02,0.43,0.0,259.51,300.47,-1.1200036621093972,0.0799994659423966,0.0,0.13,0.02,265.38,266.48,-1.030003662109408,2.9999994659423983,0.0,0.08,0.01,267.39,337.41,-1.0800036621094051,7.369999465942399,0.0,0.0,0.02,263.7,278.37,-5.120003662109397,3.559999465942397,0.0,0.0,0.0,274.72,275.04,-4.610003662109406,6.059999465942397,0.09,0.09,0.01,277.59,310.14,-0.42000366210940854,5.759999465942396,0.14,0.86,0.01,264.14,247.07,0.8099963378905954,5.879999465942397,0.03,0.03,0.01,90.0,77.96,0.8099963378905954,5.879999465942397,0.03,0.03,0.01,102.26,127.37,0.8099963378905954,5.879999465942397,0.12,0.19,0.01,99.46,69.96,0.8099963378905954,5.879999465942397,0.58,1.16,0.05,42.9,264.49,0.8099963378905954,5.879999465942397,0.52,0.3,0.05,79.83,76.18,0.8099963378905954,5.879999465942397,0.21,0.08,0.01,75.39,0.14,0.8099963378905954,5.879999465942397,0.03,0.19,0.01,82.81,68.11,0.8099963378905954,5.879999465942397,1.45,0.36,0.14,83.99,258.32,0.8099963378905954,5.879999465942397,0.05,0.06,0.02,71.78,87.11,0.8099963378905954,5.879999465942397,0.15,0.2,0.02,84.33,234.4,0.8099963378905954,5.879999465942397,0.15,0.33,0.02,88.23,58.01,0,not_pass,left,0.3523809523809524,0.5949367088607594,0.25,0.3829787234042553,0.5849056603773585,0.375,0.35714285714285715,0.6,0.20833333333333334,3,1,1,0,0,SHOTGUN,6.0,0.672893057,0.327106943,0.038372362,-0.038372362,3
2022092509.3953,-1.0600008392333997,7.589999313354497,0.38,1.2,0.05,250.96,207.15,-1.7000008392333967,10.669999313354495,0.2,0.16,0.02,268.97,162.19,-1.010000839233399,14.3599993133545,0.11,0.65,0.01,284.05,209.72,-0.8800008392334,9.169999313354495,0.21,0.14,0.05,267.44,189.67,-0.3400008392333973,5.839999313354497,0.41,0.85,0.08,251.43,171.29,-0.7800008392333986,3.1399993133544974,0.34,0.62,0.04,258.47,202.26,-1.140000839233398,5.779999313354498,0.94,1.17,0.09,258.23,151.15,-6.8800008392334,5.609999313354496,0.64,1.24,0.06,281.77,160.57,-0.4000008392333996,-2.210000686645504,0.17,0.2,0.02,262.1,32.96,-1.3100008392333997,1.3699993133544979,0.08,0.28,0.01,264.51,295.06,-0.6700008392333991,4.529999313354498,0.2,0.42,0.05,259.47,210.92,3.989999160766601,4.319999313354497,0.05,0.64,0.03,93.78,278.11,3.989999160766601,4.319999313354497,0.63,0.55,0.07,93.88,135.59,3.989999160766601,4.319999313354497,2.12,0.8,0.22,93.44,326.66,3.989999160766601,4.319999313354497,1.62,0.38,0.16,78.19,136.16,3.989999160766601,4.319999313354497,1.26,0.66,0.13,65.41,238.73,3.989999160766601,4.319999313354497,0.91,0.98,0.1,85.0,307.01,3.989999160766601,4.319999313354497,0.25,0.39,0.03,42.84,30.65,3.989999160766601,4.319999313354497,0.9,1.07,0.09,55.79,257.72,3.989999160766601,4.319999313354497,0.72,2.2,0.06,63.68,305.03,3.989999160766601,4.319999313354497,0.54,0.16,0.05,85.39,159.21,3.989999160766601,4.319999313354497,0.09,0.45,0.0,80.59,193.19,0,not_pass,left,0.3235294117647059,0.6363636363636364,0.23076923076923078,0.2708333333333333,0.8571428571428571,0.4,0.3150684931506849,0.6461538461538462,0.1111111111111111,3,4,2,10,38,SINGLEBACK,6.0,0.004867444,0.995132556,0.001717421,-0.001717421,3
2022092509.513,-1.3399987792969057,1.7999992370605007,0.12,0.78,0.01,100.69,153.87,-1.2199987792969011,6.559999237060502,0.0,0.0,0.01,86.88,348.57,-1.409998779296906,8.7999992370605,0.01,0.01,0.0,63.59,298.25,-0.7699987792969054,-5.800000762939501,0.0,0.0,0.0,84.54,236.93,-7.469998779296905,0.07999923706050183,0.0,0.0,0.0,224.14,147.64,-0.5699987792969026,-0.1400007629395006,0.25,1.02,0.03,18.41,193.07,-1.1299987792969048,-3.0600007629394987,0.08,0.81,0.01,98.32,235.08,-1.5299987792969034,0.009999237060501542,0.0,0.0,0.01,77.9,200.97,-1.3499987792969037,3.329999237060502,0.02,0.5,0.01,116.06,188.6,-1.1899987792969,-8.460000762939499,0.0,0.0,0.01,87.27,108.5,-1.0499987792969065,-1.4800007629395004,0.1,0.83,0.01,82.35,146.95,4.170001220703099,-0.5400007629394992,0.05,0.11,0.02,281.12,246.26,4.170001220703099,-0.5400007629394992,0.09,0.26,0.01,272.91,285.11,4.170001220703099,-0.5400007629394992,0.1,0.19,0.06,252.01,271.52,4.170001220703099,-0.5400007629394992,0.3,0.73,0.03,273.6,249.6,4.170001220703099,-0.5400007629394992,0.45,0.2,0.04,236.38,49.77,4.170001220703099,-0.5400007629394992,0.04,0.27,0.0,287.56,64.69,4.170001220703099,-0.5400007629394992,0.02,0.03,0.03,241.69,269.47,4.170001220703099,-0.5400007629394992,0.18,0.16,0.07,244.19,357.31,4.170001220703099,-0.5400007629394992,0.16,0.11,0.01,259.38,122.59,4.170001220703099,-0.5400007629394992,0.04,0.04,0.0,262.74,309.11,4.170001220703099,-0.5400007629394992,0.37,0.74,0.03,272.83,245.0,0,not_pass,right,0.29906542056074764,0.654320987654321,0.1951219512195122,0.2926829268292683,0.8571428571428571,0.1111111111111111,0.29411764705882354,0.7142857142857143,0.16666666666666666,3,1,1,0,0,SINGLEBACK,7.0,0.688002432,0.311997568,-0.05467416,0.05467416,3
2022092510.1452,-0.3400018310546997,0.05999916076660128,0.0,0.0,0.0,48.22,225.7,-0.890001831054704,-3.260000839233399,0.04,0.21,0.01,89.98,284.98,-1.0200018310546994,1.5499991607666033,0.0,0.0,0.0,61.85,92.62,-1.6800018310547031,7.659999160766603,0.01,0.01,0.0,107.49,311.88,-1.2100018310547043,3.019999160766602,0.0,0.0,0.0,111.9,16.98,-1.2600018310547014,4.649999160766601,0.0,0.0,0.0,97.47,143.07,-1.8200018310547037,5.989999160766601,0.0,0.0,0.0,94.05,150.36,-7.2300018310547,-0.07000083923339773,0.01,0.01,0.01,94.26,58.26,-0.6300018310546989,-1.6500008392333996,0.0,0.0,0.0,77.93,151.84,-4.460001831054704,0.04999916076660327,0.0,0.01,0.02,88.49,170.35,-0.7300018310547003,-9.480000839233398,0.0,0.0,0.0,90.55,345.86,6.529998168945298,12.359999160766598,0.06,0.05,0.02,244.13,320.1,6.529998168945298,12.359999160766598,0.0,0.0,0.01,290.93,164.49,6.529998168945298,12.359999160766598,0.6,0.56,0.06,303.19,355.83,6.529998168945298,12.359999160766598,0.0,0.0,0.0,332.68,223.22,6.529998168945298,12.359999160766598,0.01,0.01,0.0,258.6,76.89,6.529998168945298,12.359999160766598,0.26,0.54,0.02,260.57,61.82,6.529998168945298,12.359999160766598,0.01,0.01,0.0,161.92,315.09,6.529998168945298,12.359999160766598,0.06,0.38,0.01,252.77,88.85,6.529998168945298,12.359999160766598,0.0,0.0,0.01,263.54,257.94,6.529998168945298,12.359999160766598,0.01,0.01,0.0,300.15,206.36,6.529998168945298,12.359999160766598,0.06,0.06,0.01,236.03,164.04,0,not_pass,right,0.35454545454545455,0.6262626262626263,0.3,0.14285714285714285,0.7931034482758621,0.0,0.25,0.8064516129032258,0.2857142857142857,3,2,1,0,13,PISTOL,7.0,0.144169675,0.855830325,-0.02558885,0.02558885,3
