gameId,playId,ballCarrierId,ballCarrierDisplayName,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,passResult,passLength,penaltyYards,prePenaltyPlayResult,playResult,playNullifiedByPenalty,absoluteYardlineNumber,offenseFormation,defendersInTheBox,passProbability,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPoints,expectedPointsAdded,foulName1,foulName2,foulNFLId1,foulNFLId2,ballDirection,playType,play_uuid,timestamp,conversion,cumulativeConversionPerFormationOff,cumulativeConversionPerFormationDef,cumulativeConversionTotalOff,cumulativeConversionTotalDef
2022100203,263,46070,Baker Mayfield,"(11:39) B.Mayfield up the middle to CAR 39 for no gain (Z.Allen, M.Dogbe).",1,3,1,CAR,ARI,CAR,39,11:39,0,0,,,,0,0,N,49,SINGLEBACK,7.0,0.556918323,0.579044085,0.420955915,-0.054836627,0.054836627,1.905656009,-1.821826339,,,,,middle,run,2022100203.263,2022-10-02 16:11:53.400000,0,0.3137254901960784,0.5789473684210527,0.3181818181818182,0.5944055944055944
2022100203,1268,46093,D.J. Moore,(7:41) (Shotgun) B.Mayfield pass short left to D.Moore to ARZ 32 for 1 yard (B.Baker; M.Wilson).,2,3,1,CAR,ARI,ARI,33,7:41,7,0,C,-2.0,,1,1,N,43,SHOTGUN,7.0,0.25441137,0.811182879,0.188817121,0.006350141,-0.006350141,3.605291509,0.323744996,,,,,left,pass,2022100203.1268,2022-10-02 17:01:36.299999,1,0.34,0.6271186440677966,0.32231404958677684,0.5974025974025974
2022100203,2583,44820,Christian McCaffrey,(7:09) (Shotgun) B.Mayfield pass short left to C.McCaffrey to CAR 41 for 3 yards (Z.Collins).,3,3,10,CAR,ARI,CAR,38,7:09,10,10,C,0.0,,3,3,N,48,SHOTGUN,6.0,0.989137113,0.5416639,0.4583361,-0.071649775,0.071649775,0.666356515,-1.415458404,,,,,left,pass,2022100203.2583,2022-10-02 18:06:10.299999,0,0.3508771929824561,0.6212121212121212,0.32575757575757575,0.6
2022100911,1012,47836,Miles Sanders,"(13:44) (Shotgun) M.Sanders up the middle to ARZ 28 for 4 yards (L.Fotu, I.Simmons).",2,3,3,PHI,ARI,ARI,32,13:44,0,7,,,,4,4,N,78,SHOTGUN,7.0,0.877615631,0.167355895,0.832644105,-0.014905982,0.014905982,3.178884701,0.991861025,,,,,middle,run,2022100911.1012,2022-10-09 17:05:31.500000,1,0.3793103448275862,0.6071428571428571,0.38866396761133604,0.6
2022100911,2513,53439,DeVonta Smith,(10:43) (Shotgun) J.Hurts pass short left to D.Smith to ARZ 24 for 2 yards (I.Simmons).,3,3,21,PHI,ARI,ARI,26,10:43,10,14,C,-3.0,,2,2,N,36,EMPTY,6.0,0.904739082,0.218533404,0.781466596,0.002857596,-0.002857596,2.89950771,-0.35463139,,,,,left,pass,2022100911.2513,2022-10-09 18:14:26.000000,0,0.5185185185185185,0.4444444444444444,0.39097744360902253,0.5980861244019139
2022100911,3584,46118,Dallas Goedert,(4:28) (Shotgun) J.Hurts pass short middle to D.Goedert to ARZ 20 for 16 yards (B.Baker).,4,3,12,PHI,ARI,ARI,36,4:28,17,17,C,7.0,,16,16,N,74,SHOTGUN,6.0,0.96298933,0.345201179,0.654798821,-0.121228337,0.121228337,2.180160314,2.229715027,,,,,middle,pass,2022100911.3584,2022-10-09 18:55:44.500000,1,0.37755102040816324,0.6132075471698113,0.38571428571428573,0.6053811659192825
2022101609,1453,52552,DeeJay Dallas,"(2:04) (No Huddle) D.Dallas right tackle to SEA 29 for 2 yards (B.Baker, B.Murphy).",2,3,1,SEA,ARI,SEA,27,2:04,6,3,,,,2,2,N,83,SINGLEBACK,6.0,0.385420978,0.591683172,0.408316828,0.006068215,-0.006068215,1.110101293,0.237216571,,,,,right,run,2022101609.1453,2022-10-16 17:06:07.900000,1,0.3466666666666667,0.5740740740740741,0.38219895287958117,0.6122448979591837
2022101609,3070,42412,Tyler Lockett,(13:55) (Shotgun) G.Smith pass short right to T.Lockett ran ob at ARZ 11 for 10 yards (M.Wilson).,4,3,4,SEA,ARI,ARI,21,13:55,12,9,C,4.0,,10,10,N,31,SHOTGUN,5.0,0.952726245,0.759084798,0.240915202,0.034094036,-0.034094036,3.89912677,1.163107565,,,,,right,pass,2022101609.3070,2022-10-16 18:27:45.599999,1,0.43661971830985913,0.6166666666666667,0.3904761904761905,0.6060606060606061
2022102000,409,54476,Chris Olave,(10:21) (Shotgun) A.Dalton pass short right to C.Olave to NO 39 for 15 yards (J.Thompson).,1,3,11,NO,ARI,NO,24,10:21,3,7,C,15.0,,15,15,N,86,SHOTGUN,6.0,0.953088045,0.442548249,0.557451751,-0.06149964,0.06149964,-0.826223739,3.068174009,,,,,right,pass,2022102000.409,2022-10-20 20:35:15.400000,1,0.4732824427480916,0.6048387096774194,0.3801369863013699,0.6107142857142858
2022102000,1025,42350,Kevin White,"(11:52) (Shotgun) A.Dalton pass short left to K.White to ARZ 3 for 64 yards (A.Hamilton). Arizona challenged the runner was inbounds ruling, and the play was Upheld. The ruling on the field stands. (Timeout #2.)",2,3,2,NO,ARI,NO,33,11:52,6,7,C,2.0,,64,64,N,43,SHOTGUN,5.0,0.761254668,0.498584416,0.501415584,-0.153424889,0.153424889,1.267612277,4.822293189,,,,,left,pass,2022102000.1025,2022-10-20 21:02:54.000000,1,0.4740740740740741,0.6015625,0.380327868852459,0.6109215017064846
2022102000,3750,46160,Tre'Quan Smith,"(4:10) (No Huddle, Shotgun) A.Dalton pass short right to T.Smith pushed ob at ARZ 15 for 6 yards (B.Murphy).",4,3,9,NO,ARI,ARI,21,4:10,42,24,C,6.0,,6,6,N,31,SHOTGUN,7.0,0.991846561,0.996070823,0.003929177,-0.000193999,0.000193999,3.396070915,-0.571577706,,,,,right,pass,2022102000.3750,2022-10-20 23:13:49.700000,0,0.48,0.5874125874125874,0.3860182370820669,0.6056782334384858
2022102000,4068,37110,Andy Dalton,(1:54) (Shotgun) A.Dalton scrambles right end ran ob at ARZ 49 for 6 yards (A.Hamilton).,4,3,5,NO,ARI,NO,45,1:54,42,31,R,,,6,6,N,65,SHOTGUN,6.0,0.987946212,0.993580584,0.006419416,-0.008968905,0.008968905,1.326061375,1.149338274,,,,,right,run,2022102000.4068,2022-10-20 23:25:10.099999,1,0.4838709677419355,0.581081081081081,0.38922155688622756,0.6024844720496895
2022103005,273,38632,Kirk Cousins,"(10:20) (Shotgun) K.Cousins scrambles right end for 17 yards, TOUCHDOWN.",1,3,4,MIN,ARI,ARI,17,10:20,0,0,R,,,17,17,N,93,EMPTY,4.0,0.958706737,0.784121575,0.215878425,0.057303919,-0.057303919,4.21958229,2.78041771,,,,,right,run,2022103005.273,2022-10-30 13:10:09.299999,1,0.6086956521739131,0.5,0.420863309352518,0.6006006006006006
2022103005,620,44853,Dalvin Cook,"(5:15) D.Cook right end to ARZ 36 for 30 yards (B.Baker). PENALTY on MIN-G.Bradbury, Unsportsmanlike Conduct, 15 yards, enforced at ARZ 36.",1,3,1,MIN,ARI,MIN,34,5:15,7,3,,,-15.0,30,15,N,44,I_FORM,8.0,0.12236882,0.833278937,0.166721063,0.016202314,-0.016202314,2.032077647,1.22144914,Unsportsmanlike Conduct,,47801.0,,right,run,2022103005.620,2022-10-30 13:27:49.799999,1,0.40425531914893614,0.6756756756756757,0.4199288256227758,0.6011904761904762
2022103005,2706,52430,Justin Jefferson,(8:05) (Shotgun) K.Cousins pass deep left to J.Jefferson to ARZ 30 for 29 yards (A.Hamilton).,3,3,5,MIN,ARI,MIN,41,8:05,14,17,C,22.0,,29,29,N,69,EMPTY,3.0,0.974434674,0.511242129,0.488757871,0.126216184,-0.126216184,1.074168432,3.132923233,,,,,left,pass,2022103005.2706,2022-10-30 15:14:43.200000,1,0.625,0.4864864864864865,0.42244224422442245,0.5977653631284916
2022103005,3538,44853,Dalvin Cook,"(11:49) (No Huddle) D.Cook right guard to MIN 34 for no gain (Z.Collins). PENALTY on MIN-A.Thielen, Offensive Holding, 9 yards, enforced at MIN 34 - No Play.",4,3,1,MIN,ARI,MIN,34,11:49,28,26,,,-9.0,0,-9,Y,44,SINGLEBACK,8.0,,0.73448186,0.26551814,-0.040132456,0.040132456,1.772043619,-1.516542068,Offensive Holding,,40488.0,,right,run,2022103005.3538,2022-10-30 15:52:11.299999,0,0.3474576271186441,0.6263736263736264,0.4217252396166134,0.5978260869565217
2022103005,4253,44853,Dalvin Cook,(2:27) (Shotgun) K.Cousins pass short right to D.Cook to MIN 48 for 5 yards (I.Simmons) [J.Watt].,4,3,8,MIN,ARI,MIN,43,2:27,34,26,C,-3.0,,5,5,N,53,SHOTGUN,5.0,0.876134813,0.978024399,0.021975601,0.004956351,-0.004956351,0.126282129,-0.373869614,,,,,right,pass,2022103005.4253,2022-10-30 16:18:26.200000,0,0.45901639344262296,0.5838150289017341,0.41304347826086957,0.6047745358090185
2022110608,112,47803,Noah Fant,(13:34) (Shotgun) G.Smith pass short right to N.Fant to ARZ 49 for 16 yards (I.Simmons).,1,3,10,SEA,ARI,SEA,35,13:34,0,0,C,5.0,,16,16,N,75,SHOTGUN,6.0,0.98584497,0.570557244,0.429442756,-0.069700927,0.069700927,0.271834513,2.824243857,,,,,right,pass,2022110608.112,2022-11-06 16:07:40.700000,1,0.4260869565217391,0.5828571428571429,0.36990595611285265,0.6052631578947368
2022110608,798,47803,Noah Fant,(1:41) (Shotgun) G.Smith pass short middle to N.Fant to SEA 40 for 12 yards (J.Thompson).,1,3,3,SEA,ARI,SEA,28,1:41,7,3,C,8.0,,12,12,N,82,SHOTGUN,6.0,0.893324494,0.653770287,0.346229713,-0.026970539,0.026970539,-0.024528243,1.893065259,,,,,middle,pass,2022110608.798,2022-11-06 16:36:59.700000,1,0.4322033898305085,0.5786516853932584,0.3669724770642202,0.6082474226804123
2022110608,1403,47987,Travis Homer,(7:24) (Shotgun) G.Smith pass short middle to T.Homer to ARZ 36 for 2 yards (M.Golden).,2,3,4,SEA,ARI,ARI,38,7:24,7,10,C,-5.0,,2,2,N,72,EMPTY,6.0,0.949643016,0.398493204,0.601506796,0.006071359,-0.006071359,2.420275202,-1.158117864,,,,,middle,pass,2022110608.1403,2022-11-06 17:01:08.200000,0,0.5,0.5,0.3630952380952381,0.6120906801007556
2022110608,2793,54506,Kenneth Walker,(3:50) (Shotgun) K.Walker up the middle to ARZ 13 for 3 yards (I.Simmons).,3,3,1,SEA,ARI,ARI,16,3:50,14,10,,,,3,3,N,94,SHOTGUN,7.0,0.318427384,0.54078247,0.45921753,-0.014276486,0.014276486,4.941666013,0.243505202,,,,,middle,run,2022110608.2793,2022-11-06 18:10:03.599999,1,0.4461538461538462,0.5684210526315789,0.3644067796610169,0.6120481927710844
2022110608,3197,54506,Kenneth Walker,"(11:59) K.Walker right tackle to SEA 46 for 4 yards (V.Dimukeje, I.Simmons).",4,3,1,SEA,ARI,SEA,42,11:59,14,17,,,,4,4,N,68,I_FORM,8.0,0.116389692,0.308038477,0.691961523,-0.035591919,0.035591919,1.796375393,0.63000215,,,,,right,run,2022110608.3197,2022-11-06 18:30:01.700000,1,0.4,0.7045454545454546,0.3638888888888889,0.6128266033254157
2022110608,3261,39987,Geno Smith,(10:58) (Shotgun) G.Smith scrambles up the middle to ARZ 33 for 18 yards (A.Hamilton).,4,3,7,SEA,ARI,SEA,49,10:58,14,17,R,,,18,18,N,61,SHOTGUN,6.0,0.983964026,0.317307189,0.682692811,-0.108546413,0.108546413,1.260322596,2.588335587,,,,,middle,run,2022110608.3261,2022-11-06 18:31:47.400000,1,0.44029850746268656,0.5721649484536082,0.36464088397790057,0.6122931442080378
2022091100,1191,42344,Jameis Winston,(11:02) (Shotgun) J.Winston scrambles left tackle to NO 32 for 3 yards (G.Jarrett).,2,3,6,NO,ATL,NO,29,11:02,10,7,R,,,3,3,N,39,SHOTGUN,6.0,0.979766965,0.464486804,0.535513196,0.028272435,-0.028272435,0.452064611,-0.990637998,,,,,left,run,2022091100.1191,2022-09-11 13:57:46.700000,0,0.5,0.5,0.25,0.75
2022091100,2245,54476,Chris Olave,(10:01) (Shotgun) J.Winston pass short right to C.Olave to ATL 31 for 10 yards (D.Alford).,3,3,19,NO,ATL,ATL,41,10:01,16,7,C,7.0,,10,10,N,51,SHOTGUN,4.0,0.938674808,0.680004336,0.319995664,0.015966982,-0.015966982,1.211277653,0.459011733,,,,,right,pass,2022091100.2245,2022-09-11 14:49:29.000000,0,0.35714285714285715,0.6428571428571429,0.2916666666666667,0.7083333333333334
2022091100,2555,37101,Mark Ingram,"(5:23) (Shotgun) J.Winston pass short right to M.Ingram to NO 45 for 1 yard (J.Hawkins, M.Walker) [T.Graham]. FUMBLES (M.Walker), RECOVERED by ATL-R.Evans at NO 46. R.Evans to NO 36 for 10 yards (C.Ruiz).",3,3,6,NO,ATL,NO,44,5:23,23,10,C,-6.0,,1,-8,N,66,SHOTGUN,7.0,0.980360568,0.822113901,0.177886099,0.097611882,-0.097611882,1.399380069,-5.257883256,,,,,right,pass,2022091100.2555,2022-09-11 15:03:42.599999,0,0.3125,0.6875,0.2962962962962963,0.7037037037037037
2022091100,3526,43336,Michael Thomas,(6:07) (Shotgun) J.Winston pass deep left to M.Thomas to ATL 38 for 21 yards (A.Terrell).,4,3,3,NO,ATL,NO,41,6:07,26,18,C,19.0,,21,21,N,51,SHOTGUN,6.0,0.926025212,0.832599789,0.167400211,-0.074536942,0.074536942,1.188439897,2.388450057,,,,,left,pass,2022091100.3526,2022-09-11 15:43:03.900000,1,0.45454545454545453,0.5454545454545454,0.37142857142857144,0.6285714285714286
2022091807,2016,52460,Cam Akers,(11:28) B.Evans reported in as eligible.  C.Akers up the middle to ATL 28 for 3 yards (J.Hawkins).,3,3,1,LA,ATL,ATL,31,11:28,21,3,,,,3,3,N,79,SINGLEBACK,7.0,0.427999198,0.985462131,0.014537869,0.001416881,-0.001416881,3.749885179,0.580626791,,,,,middle,run,2022091807.2016,2022-09-18 17:42:41.799999,1,0.35294117647058826,0.6666666666666666,0.4027777777777778,0.5671641791044776
2022091807,2111,44881,Cooper Kupp,"(9:28) (Shotgun) M.Stafford pass short right to C.Kupp for 10 yards, TOUCHDOWN.",3,3,4,LA,ATL,ATL,10,9:28,21,3,C,0.0,,10,10,N,100,SHOTGUN,6.0,0.912468433,0.987228105,0.012771895,0.007192866,-0.007192866,4.397508906,2.602491094,,,,,right,pass,2022091807.2111,2022-09-18 17:45:30.500000,1,0.42105263157894735,0.5121951219512195,0.41333333333333333,0.5571428571428572
2022091807,2556,41290,Allen Robinson,(3:04) (Shotgun) M.Stafford pass short right to Al.Robinson to 50 for 29 yards (D.Hall).,3,3,10,LA,ATL,LA,21,3:04,28,10,C,14.0,,29,29,N,31,EMPTY,7.0,0.93977958,0.981807371,0.018192629,0.009738074,-0.009738074,-0.668428915,3.249441084,,,,,right,pass,2022091807.2556,2022-09-18 18:07:19.299999,1,0.5555555555555556,0.6666666666666666,0.4155844155844156,0.5555555555555556
2022091807,3144,41290,Allen Robinson,(6:44) (Shotgun) M.Stafford pass short right to Al.Robinson to LA 39 for 8 yards (D.Hall).,4,3,4,LA,ATL,LA,31,6:44,31,17,C,8.0,,8,8,N,79,EMPTY,5.0,0.918703556,0.991683847,0.008316153,0.003516879,-0.003516879,0.353231679,1.352539179,,,,,right,pass,2022091807.3144,2022-09-18 18:35:24.299999,1,0.6363636363636364,0.4,0.41379310344827586,0.5609756097560976
2022091807,3569,47853,Darrell Henderson,(:58) (Shotgun) D.Henderson right tackle to LA 26 for 1 yard (M.Walker).,4,3,8,LA,ATL,LA,25,0:58,31,25,,,,1,1,N,85,SHOTGUN,6.0,0.493587762,0.995838613,0.004161387,-0.000212713,0.000212713,0.201527174,-0.194106931,,,,,right,run,2022091807.3569,2022-09-18 18:56:34.000000,0,0.3953488372093023,0.5434782608695652,0.3894736842105263,0.5888888888888889
2022092511,187,47847,DK Metcalf,(11:33) (Shotgun) G.Smith pass short right to D.Metcalf pushed ob at ATL 21 for 13 yards (A.Terrell).,1,3,9,SEA,ATL,ATL,34,11:33,0,0,C,13.0,,13,13,N,76,SHOTGUN,5.0,0.993530691,0.582670044,0.417329956,0.045483334,-0.045483334,2.822145073,1.919385938,,,,,right,pass,2022092511.187,2022-09-25 16:29:44.700000,1,0.5714285714285714,0.5510204081632653,0.375,0.5816326530612245
2022092511,1564,54506,Kenneth Walker,(5:20) (Shotgun) K.Walker left tackle to ATL 41 for no gain (A.Terrell).,2,3,2,SEA,ATL,ATL,41,5:20,10,17,,,,0,0,N,51,PISTOL,7.0,0.700532734,0.359255075,0.640744925,-0.049993236,0.049993236,2.841092365,-1.933585954,,,,,left,run,2022092511.1564,2022-09-25 17:27:53.099999,0,0.125,1.0,0.36507936507936506,0.5929203539823009
2022092511,1933,47847,DK Metcalf,(:52) (Shotgun) G.Smith pass short right to D.Metcalf pushed ob at ATL 20 for 13 yards (C.Hayward).,2,3,7,SEA,ATL,ATL,33,0:52,17,17,C,4.0,,13,13,N,43,EMPTY,6.0,0.933054924,0.619718201,0.380281799,0.015145417,-0.015145417,3.045779107,1.605158861,,,,,right,pass,2022092511.1933,2022-09-25 17:47:48.900000,1,0.7777777777777778,0.16666666666666666,0.4,0.575
2022092511,2591,46096,Rashaad Penny,"(5:19) R.Penny right guard to ATL 15 for 3 yards (R.Evans, R.Grant).",3,3,1,SEA,ATL,ATL,18,5:19,20,20,,,,3,3,N,28,SINGLEBACK,8.0,0.411514312,0.658163097,0.341836903,0.013215415,-0.013215415,4.7681603,0.348771947,,,,,right,run,2022092511.2591,2022-09-25 18:23:42.400000,1,0.34375,0.6666666666666666,0.3924050632911392,0.5813953488372093
2022092511,2970,52552,DeeJay Dallas,(14:16) (Shotgun) G.Smith pass short middle to D.Dallas to SEA 39 for 10 yards (R.Evans; N.Landman).,4,3,6,SEA,ATL,SEA,29,14:16,23,27,C,3.0,,10,10,N,39,EMPTY,6.0,0.9841097,0.30656524,0.69343476,0.066510975,-0.066510975,-0.158588513,1.855475367,,,,,middle,pass,2022092511.2970,2022-09-25 18:43:22.500000,1,0.7272727272727273,0.21428571428571427,0.38095238095238093,0.5895522388059702
2022092511,3037,42412,Tyler Lockett,(12:51) (Shotgun) G.Smith pass short left to T.Lockett to 50 for 9 yards (A.Terrell).,4,3,8,SEA,ATL,SEA,41,12:51,23,27,C,9.0,,9,9,N,51,SHOTGUN,5.0,0.985658824,0.323344897,0.676655103,0.073761538,-0.073761538,0.420899364,2.047961031,,,,,left,pass,2022092511.3037,2022-09-25 18:45:27.700000,1,0.48,0.5666666666666667,0.38372093023255816,0.5882352941176471
2022092511,3137,54506,Kenneth Walker,(11:46) (Shotgun) G.Smith pass short middle to K.Walker to SEA 45 for 5 yards (R.Evans).,4,3,20,SEA,ATL,SEA,40,11:46,23,27,C,5.0,,5,5,N,50,SHOTGUN,4.0,0.962818265,0.286827739,0.713172261,-0.043963686,0.043963686,-0.240246499,-0.947411295,,,,,middle,pass,2022092511.3137,2022-09-25 18:48:01.099999,0,0.46153846153846156,0.5737704918032787,0.375,0.5942028985507246
2022092511,3450,47803,Noah Fant,"(4:13) (No Huddle, Shotgun) G.Smith pass short left to N.Fant to SEA 46 for 6 yards (R.Evans).",4,3,7,SEA,ATL,SEA,40,4:13,23,27,C,7.0,,6,6,N,50,PISTOL,6.0,0.984846354,0.23675039,0.76324961,-0.030161045,0.030161045,0.459615769,-0.564386943,,,,,left,pass,2022092511.3450,2022-09-25 19:07:32.400000,0,0.1111111111111111,1.0,0.36666666666666664,0.6
2022100201,1197,43380,Jacoby Brissett,"(7:42) (Shotgun) J.Brissett scrambles right tackle for 4 yards, TOUCHDOWN.",2,3,4,CLE,ATL,ATL,4,7:42,10,0,R,,,4,4,N,106,SHOTGUN,6.0,0.953177154,0.727758765,0.272241235,-0.055197693,0.055197693,4.486159706,2.513840294,,,,,right,run,2022100201.1197,2022-10-02 13:45:59.400000,1,0.3968253968253968,0.5757575757575758,0.37823834196891193,0.5868263473053892
2022100201,1385,52523,Harrison Bryant,(5:08) (Shotgun) J.Brissett pass short middle to H.Bryant to CLV 29 for 5 yards (M.Walker).,2,3,6,CLE,ATL,CLE,24,5:08,10,7,C,4.0,,5,5,N,34,SHOTGUN,4.0,0.968579113,0.646589927,0.353410073,0.010966249,-0.010966249,-0.007903314,-0.546193963,,,,,middle,pass,2022100201.1385,2022-10-02 13:56:40.099999,0,0.38461538461538464,0.5882352941176471,0.37244897959183676,0.5941176470588235
2022100201,1528,52595,Donovan Peoples-Jones,(1:25) J.Brissett pass deep left to D.Peoples-Jones to ATL 1 for 42 yards (D.Alford).,2,3,1,CLE,ATL,ATL,43,1:25,10,7,C,42.0,,42,42,N,67,SINGLEBACK,6.0,0.118069828,0.571459528,0.428540472,-0.098169494,0.098169494,2.863617578,3.591016731,,,,,left,pass,2022100201.1528,2022-10-02 14:03:16.599999,1,0.3333333333333333,0.6379310344827587,0.37623762376237624,0.5909090909090909
2022100201,1902,44898,Kareem Hunt,(13:13) K.Hunt left tackle to CLV 30 for 1 yard (A.Rush).,3,3,3,CLE,ATL,CLE,29,13:13,10,10,,,,1,1,N,39,SINGLEBACK,7.0,0.929318309,0.555185474,0.444814526,0.04641515,-0.04641515,0.489718659,-1.469576096,,,,,left,run,2022100201.1902,2022-10-02 14:33:05.799999,0,0.33,0.6440677966101694,0.37073170731707317,0.5977653631284916
2022100201,2346,44898,Kareem Hunt,(5:24) (Shotgun) K.Hunt left tackle to ATL 32 for 3 yards (T.Graham).,3,3,2,CLE,ATL,ATL,35,5:24,10,10,,,,3,3,N,75,SHOTGUN,7.0,0.870761335,0.441054154,0.558945846,-0.032801792,0.032801792,3.211348444,0.918140269,,,,,left,run,2022100201.2346,2022-10-02 14:56:05.900000,1,0.3880597014925373,0.5857142857142857,0.3684210526315789,0.6010928961748634
