play_uuid,x0,y0,s0,a0,dis0,o0,dir0,x1,y1,s1,a1,dis1,o1,dir1,x2,y2,s2,a2,dis2,o2,dir2,x3,y3,s3,a3,dis3,o3,dir3,x4,y4,s4,a4,dis4,o4,dir4,x5,y5,s5,a5,dis5,o5,dir5,x6,y6,s6,a6,dis6,o6,dir6,x7,y7,s7,a7,dis7,o7,dir7,x8,y8,s8,a8,dis8,o8,dir8,x9,y9,s9,a9,dis9,o9,dir9,x10,y10,s10,a10,dis10,o10,dir10,x11,y11,s11,a11,dis11,o11,dir11,x12,y12,s12,a12,dis12,o12,dir12,x13,y13,s13,a13,dis13,o13,dir13,x14,y14,s14,a14,dis14,o14,dir14,x15,y15,s15,a15,dis15,o15,dir15,x16,y16,s16,a16,dis16,o16,dir16,x17,y17,s17,a17,dis17,o17,dir17,x18,y18,s18,a18,dis18,o18,dir18,x19,y19,s19,a19,dis19,o19,dir19,x20,y20,s20,a20,dis20,o20,dir20,x21,y21,s21,a21,dis21,o21,dir21,x22,y22,s22,a22,dis22,converted,playType,ballDirection,cumulativeOverall_O,cumulativeOverall_D,cumulativeOverall_P,cumulativePerFormation_O,cumulativePerFormation_D,cumulativePerFormation_P,cumulativePerBoxCt_O,cumulativePerBoxCt_D,cumulativePerBoxCt_P,week
2022091804.2966,91.92,29.69,0.08,0.87,0.01,255.25,61.4,89.51,33.58,0.01,0.22,0.01,106.2,88.39,87.01,30.48,0.29,0.08,0.03,97.55,54.24,80.96,29.08,0.0,0.0,0.02,110.07,256.93,91.19,42.64,0.0,0.0,0.0,245.22,290.29,89.15,23.92,0.82,1.48,0.09,69.5,126.26,92.28,24.94,0.0,0.0,0.0,274.91,229.37,91.32,31.15,0.03,0.47,0.01,265.87,216.94,89.73,27.81,0.01,0.27,0.01,79.6,75.64,97.38,29.66,0.12,0.63,0.01,273.53,239.01,89.29,42.71,0.0,0.0,0.0,112.11,258.93,89.37,26.1,1.25,1.21,0.13,84.44,77.9,89.53,25.27,0.2,0.82,0.02,74.68,115.07,89.68,30.9,0.39,0.9,0.05,88.09,87.48,89.94,29.25,0.13,0.31,0.02,90.34,105.99,91.49,32.59,0.1,0.74,0.01,250.61,272.92,91.27,27.19,0.35,1.24,0.04,262.9,315.25,87.05,27.49,0.64,1.53,0.05,79.98,115.57,90.75,29.65,0.24,0.74,0.02,262.27,235.61,91.0,28.4,0.0,0.0,0.0,273.15,8.39,91.33,25.85,0.27,0.52,0.08,272.7,269.12,93.39,26.42,0.48,0.77,0.05,298.45,283.24,90.5199966430664,29.7600002288818,0.0,0.0,0.0,0,not_pass,left,0.2948717948717949,0.6477272727272727,0.16216216216216217,0.25925925925925924,0.9047619047619048,0.16666666666666666,0.25,0.6,0.16666666666666666,2
2022091804.4294,78.93,29.8,0.03,0.03,0.02,254.11,104.95,77.15,34.09,0.15,0.94,0.02,117.69,112.81,73.26,27.8,0.43,1.34,0.04,87.57,128.76,68.44,33.7,0.78,0.49,0.08,129.09,267.03,71.1,43.95,0.5,0.22,0.05,129.01,290.07,78.46,43.13,0.0,0.0,0.0,266.72,104.48,70.81,24.91,1.44,0.29,0.15,70.83,88.96,78.78,31.41,0.22,1.34,0.03,284.23,199.15,76.84,32.2,0.01,0.44,0.01,85.55,146.75,84.75,29.83,0.01,0.13,0.03,266.98,224.94,76.76,25.78,0.0,0.05,0.0,83.2,61.94,80.18,16.64,4.06,2.56,0.4,341.17,8.1,76.66,22.44,0.01,0.01,0.02,36.26,201.11,76.5,28.58,0.06,0.8,0.02,98.78,198.82,78.81,32.71,0.32,1.55,0.04,259.89,173.07,78.64,26.87,0.06,0.44,0.01,261.29,202.3,72.84,31.04,0.03,0.03,0.01,86.9,22.7,77.72,29.75,0.44,1.61,0.04,254.23,170.26,76.44,15.65,2.62,2.38,0.25,31.59,336.74,78.42,28.32,0.23,0.76,0.03,266.47,214.09,79.47,23.84,0.16,0.12,0.11,281.68,216.06,78.93,25.49,0.03,0.03,0.03,290.01,342.93,77.5400009155273,29.7900009155273,0.0,0.0,0.0,0,not_pass,left,0.27472527472527475,0.6732673267326733,0.1276595744680851,0.22580645161290322,0.92,0.13636363636363635,0.19047619047619047,0.7708333333333334,0.16666666666666666,2
2022091805.1629,92.45,24.32,0.03,0.04,0.01,274.81,234.73,93.25,21.32,0.03,0.03,0.01,335.45,221.12,90.7,43.3,0.0,0.0,0.0,103.89,217.48,85.74,24.33,0.0,0.0,0.0,118.95,17.84,92.51,43.13,0.01,0.01,0.01,231.98,101.85,90.44,23.24,0.0,0.0,0.0,51.04,281.34,91.33,26.79,0.13,0.46,0.03,112.57,304.76,86.81,26.63,0.0,0.0,0.0,84.51,39.53,85.65,28.5,2.7,5.27,0.25,137.0,197.2,90.72,24.9,0.0,0.0,0.0,110.64,75.42,90.7,18.27,0.0,0.0,0.0,66.04,285.4,92.37,27.02,0.0,0.0,0.0,264.52,247.97,92.76,32.57,0.28,0.6,0.04,203.38,271.61,96.59,28.66,1.7,2.23,0.16,264.61,179.2,92.97,19.42,0.48,0.89,0.04,327.36,192.47,95.34,17.02,0.17,0.79,0.02,288.24,149.48,95.61,26.82,0.13,0.25,0.01,274.82,201.55,90.21,10.21,0.01,0.01,0.03,136.36,46.91,90.41,28.32,0.01,0.31,0.01,96.86,62.83,90.48,30.29,0.0,0.0,0.0,90.53,175.4,93.65,9.94,0.13,0.49,0.03,232.01,281.21,107.7,27.52,0.55,0.56,0.05,269.43,3.67,92.1100006103516,26.7299995422363,0.0,0.0,0.0099999997764825,1,not_pass,right,0.35185185185185186,0.6811594202898551,0.3333333333333333,0.35714285714285715,0.6666666666666666,0.3333333333333333,0.4074074074074074,0.6785714285714286,0.0,2
2022091805.3379,55.43,27.06,0.36,0.99,0.04,271.06,355.17,58.65,32.17,0.18,1.43,0.01,270.9,215.4,54.41,29.41,0.48,0.69,0.04,99.42,42.64,54.28,27.49,0.59,1.52,0.06,96.43,52.97,58.47,28.3,2.02,2.15,0.18,256.17,196.9,67.41,28.64,0.39,0.57,0.04,275.45,92.9,52.15,29.41,7.17,1.21,0.72,171.42,180.15,47.43,29.35,0.71,3.9,0.06,73.18,351.99,56.8,34.22,1.51,2.56,0.14,272.57,223.83,53.49,29.19,0.36,1.83,0.03,85.19,275.0,55.34,22.99,1.12,2.49,0.12,299.07,302.55,53.87,24.39,0.07,1.16,0.0,73.31,119.65,53.87,36.19,0.8,3.01,0.07,86.28,121.43,53.94,32.62,0.64,1.18,0.07,89.19,9.16,55.35,29.87,0.54,0.53,0.04,289.16,272.08,58.56,22.38,0.63,0.3,0.06,302.82,218.11,55.15,33.43,0.68,1.59,0.06,261.08,282.47,58.27,25.25,1.41,2.08,0.13,268.22,196.07,54.04,30.65,0.86,1.25,0.08,98.38,119.12,60.4,38.36,0.02,0.03,0.02,247.44,272.68,51.0,27.44,0.95,2.25,0.09,77.0,56.27,54.2,26.41,1.45,1.95,0.14,91.56,31.06,53.7799987792969,29.4300003051758,2.05999994277954,0.330000013113022,0.200000002980232,1,not_pass,right,0.3333333333333333,0.7040816326530612,0.0,1.0,0.75,0.0,0.25,0.6,0.0,2
2022091805.3445,81.46,27.86,0.49,1.11,0.05,279.27,266.08,77.14,29.54,0.66,1.09,0.08,76.11,85.79,76.81,27.89,0.57,2.16,0.05,43.44,50.19,78.1,26.97,0.42,0.46,0.05,272.99,275.41,87.46,33.17,0.73,0.11,0.08,267.4,110.48,70.63,29.62,0.01,0.01,0.0,86.97,312.1,78.24,34.41,0.22,0.94,0.03,238.05,249.3,79.6,32.26,1.33,1.01,0.13,263.91,253.15,76.32,29.37,0.16,0.92,0.03,91.77,100.27,75.83,24.08,0.28,2.67,0.01,72.84,49.41,76.53,38.85,0.01,0.01,0.02,101.09,98.91,76.62,32.37,0.31,0.75,0.03,91.88,110.13,80.89,19.93,0.56,0.51,0.05,326.52,276.28,78.13,23.92,0.39,0.93,0.04,309.77,268.13,81.7,25.27,2.02,0.82,0.2,277.12,284.45,76.76,30.88,0.62,1.71,0.05,101.67,131.47,78.68,22.58,0.6,0.55,0.06,282.16,324.67,78.77,38.85,0.29,1.09,0.04,263.36,253.04,76.41,25.39,0.45,1.61,0.04,78.39,20.37,76.85,26.66,0.87,1.37,0.08,101.32,33.11,75.84,22.74,0.15,0.14,0.1,88.06,19.88,78.17,29.52,0.72,2.76,0.06,297.14,197.71,76.0299987792969,29.3899993896484,1.77999997138977,0.0099999997764825,1.24000000953674,1,not_pass,middle,0.3333333333333333,0.7029702970297029,0.3333333333333333,0.375,0.7555555555555555,0.3333333333333333,0.3333333333333333,0.5882352941176471,0.5,2
2022091806.1140,93.79,25.85,1.43,0.94,0.14,260.1,240.01,89.77,27.44,0.2,0.45,0.03,270.46,324.21,99.87,30.84,1.77,0.76,0.18,261.85,110.16,89.92,30.23,0.16,0.43,0.02,283.48,271.88,89.71,24.64,0.51,1.56,0.04,271.02,354.92,90.65,44.6,0.45,0.92,0.04,330.5,178.6,91.47,20.65,0.2,0.86,0.01,291.84,156.96,87.57,29.66,0.46,1.19,0.05,55.5,266.09,90.03,34.11,0.35,0.3,0.04,256.52,257.85,88.24,28.26,0.05,0.06,0.05,111.42,82.84,88.04,27.01,0.62,1.21,0.07,75.35,52.32,88.72,29.91,0.35,0.35,0.03,103.47,105.47,93.53,27.87,1.0,0.26,0.1,286.07,353.09,86.83,25.75,0.41,1.73,0.03,109.7,43.03,93.12,32.17,0.62,0.19,0.06,257.9,339.6,88.06,44.87,0.03,0.02,0.01,110.3,106.99,92.5,24.42,1.66,0.19,0.17,270.15,235.74,88.34,31.1,0.39,1.22,0.05,107.77,133.85,82.34,29.57,0.23,0.47,0.02,96.81,92.78,88.01,24.62,0.07,0.35,0.04,87.96,82.8,87.92,32.8,0.02,0.02,0.01,83.54,347.13,87.09,23.28,0.05,0.04,0.01,98.27,17.24,88.879997253418,29.8500003814697,0.0299999993294477,0.0299999993294477,0.0,1,not_pass,right,0.3090909090909091,0.639344262295082,0.16666666666666666,0.26666666666666666,0.875,0.125,0.0,0.75,0.0,2
2022091806.2146,67.7,26.27,0.04,0.41,0.0,293.3,207.48,65.96,9.06,0.0,0.13,0.0,125.59,53.48,64.91,36.19,0.0,0.0,0.0,118.29,187.73,65.6,27.02,0.0,0.07,0.0,87.53,240.7,66.5,23.7,0.29,0.87,0.03,49.1,294.31,68.09,9.43,0.01,0.02,0.0,284.66,351.78,67.5,23.88,0.24,1.26,0.04,274.68,216.71,71.72,36.87,0.19,0.02,0.02,245.11,63.93,66.05,32.59,0.0,0.0,0.0,103.77,151.51,80.41,16.62,0.08,0.08,0.02,74.65,151.15,65.35,20.86,0.02,0.36,0.01,92.59,228.67,83.57,33.77,1.7,0.47,0.17,62.03,94.88,73.57,39.95,0.09,0.06,0.03,256.84,68.17,67.91,21.05,0.0,0.06,0.01,281.61,250.24,67.12,18.54,0.43,0.23,0.06,279.56,234.18,64.24,38.18,0.0,0.0,0.0,93.17,310.51,67.89,30.9,1.03,1.79,0.07,233.94,251.64,65.87,22.61,0.0,0.0,0.0,56.46,159.76,61.77,23.84,0.0,0.0,0.0,90.19,75.18,61.07,21.82,0.0,0.0,0.0,84.96,162.31,72.38,32.45,0.01,0.01,0.0,293.68,356.74,66.07,25.6,0.1,0.76,0.01,108.25,260.86,66.4800033569336,23.7999992370605,5.69000005722046,0.800000011920929,0.589999973773956,1,not_pass,middle,0.3709677419354839,0.6395348837209303,0.18181818181818182,0.425,0.6101694915254238,0.0,0.0,0.4,0.0,2
2022091806.2690,108.79,30.81,0.18,0.23,0.03,267.37,237.98,107.27,32.44,0.11,0.61,0.05,136.74,126.98,107.77,29.65,0.21,1.03,0.02,34.24,131.52,107.21,33.67,0.09,0.59,0.02,117.14,92.29,109.4,31.91,0.39,1.12,0.05,255.0,246.87,108.5,27.92,0.19,0.17,0.02,290.7,286.4,109.26,22.13,0.22,0.73,0.02,17.29,358.17,109.5,24.54,0.53,0.66,0.05,295.19,235.41,106.54,26.1,0.43,1.66,0.03,355.61,27.48,112.29,27.04,0.33,0.08,0.04,90.63,240.41,107.35,27.34,0.14,1.0,0.04,349.26,34.44,110.31,33.87,0.67,0.75,0.07,82.18,281.36,109.62,36.0,0.1,0.52,0.01,237.75,298.93,109.17,29.11,0.17,0.8,0.02,281.37,167.41,103.44,27.89,0.24,0.09,0.05,86.36,53.83,105.98,24.94,0.03,0.04,0.05,106.23,157.6,108.69,33.92,0.04,0.42,0.03,258.86,216.58,107.2,28.49,0.31,1.14,0.03,83.44,82.06,106.45,29.72,0.09,0.9,0.02,96.75,289.25,103.74,31.69,0.03,0.02,0.03,191.27,323.18,107.3,31.02,0.15,0.13,0.09,53.72,134.71,108.44,25.45,0.11,0.33,0.05,263.14,280.65,107.769996643066,29.5599994659424,0.0,0.0,0.0,1,not_pass,middle,0.36764705882352944,0.6413043478260869,0.23809523809523808,0.0,0.0,0.0,0.14285714285714285,0.5,0.0,2
2022091806.3707,29.28,26.1,0.03,0.03,0.01,128.1,130.45,28.94,22.7,0.07,0.33,0.01,103.55,36.05,31.16,14.09,0.0,0.0,0.0,251.23,8.54,31.13,20.6,0.31,1.97,0.03,51.97,155.1,30.5,23.81,0.32,1.84,0.05,241.22,152.55,24.46,23.42,0.48,1.42,0.04,79.6,140.63,29.24,27.88,0.1,0.53,0.02,78.71,67.5,24.48,35.88,0.06,0.06,0.01,118.95,155.74,28.01,31.51,0.19,0.64,0.02,119.8,143.34,31.25,28.25,0.09,0.75,0.01,253.24,164.88,14.01,21.53,0.73,1.15,0.08,284.73,177.31,31.05,26.73,0.15,1.7,0.02,256.9,188.19,27.26,28.2,0.7,0.69,0.07,267.01,59.94,28.54,13.69,0.0,0.01,0.01,98.22,357.57,37.53,23.64,0.01,0.36,0.02,261.6,172.14,28.44,27.13,0.42,1.35,0.05,106.33,81.2,31.51,32.14,0.0,0.0,0.01,270.39,271.27,30.54,30.45,0.04,0.5,0.01,264.6,220.23,29.66,18.23,0.02,0.02,0.01,100.48,47.38,30.81,25.11,0.24,1.51,0.02,241.24,179.09,31.49,23.66,0.06,0.99,0.04,248.42,133.51,30.85,22.0,0.09,0.01,0.04,257.55,290.31,30.1299991607666,23.8299999237061,0.0,0.0,0.0,1,not_pass,left,0.36046511627906974,0.6454545454545455,0.2692307692307692,0.25925925925925924,0.8636363636363636,0.2222222222222222,0.28125,0.782608695652174,0.2727272727272727,2
2022091806.929,67.69,22.73,0.01,0.01,0.01,272.04,3.5,53.29,21.33,0.56,1.52,0.06,302.51,243.31,55.46,13.06,0.01,0.01,0.01,269.38,91.07,53.2,18.31,0.0,0.0,0.01,276.04,13.05,56.3,6.76,0.8,1.41,0.07,284.84,80.91,55.28,42.0,1.27,2.7,0.12,280.15,89.98,48.08,23.54,0.06,0.46,0.0,82.32,337.45,56.67,26.55,0.29,0.23,0.03,246.29,218.24,53.46,23.82,0.52,1.35,0.05,296.62,235.2,51.57,22.08,0.14,1.54,0.01,96.04,167.01,51.53,20.47,0.23,1.22,0.02,71.14,192.14,52.36,23.67,0.05,0.76,0.01,84.74,167.03,53.77,28.67,0.42,0.68,0.05,247.14,247.07,51.83,42.65,0.0,0.0,0.01,303.56,141.31,56.48,22.3,1.03,0.48,0.1,286.9,196.59,50.8,12.86,0.01,0.32,0.0,84.41,233.41,51.79,25.28,0.19,1.06,0.02,97.39,155.79,47.86,25.56,0.01,0.32,0.0,100.51,186.49,53.51,25.82,0.09,0.74,0.01,278.32,320.36,50.12,19.6,0.24,2.2,0.02,110.7,350.82,51.53,26.51,0.23,1.33,0.03,92.93,143.66,51.96,7.19,0.01,0.18,0.01,104.03,77.26,52.8199996948242,23.7199993133545,0.0,0.0,0.0,1,not_pass,right,0.28,0.6607142857142857,0.13333333333333333,0.27586206896551724,0.5666666666666667,0.0,0.26666666666666666,0.9473684210526315,0.0,2
2022091807.1196,100.91,28.6,0.0,0.0,0.0,251.5,275.62,90.7,29.67,0.06,0.33,0.0,76.67,170.09,96.17,32.54,0.24,1.81,0.02,120.77,151.92,98.13,27.47,0.15,1.54,0.01,289.02,274.76,95.67,29.65,0.26,1.47,0.03,82.09,261.47,104.67,38.55,0.12,0.17,0.01,236.0,102.11,98.43,23.53,0.25,2.66,0.02,303.08,264.61,98.11,30.39,0.36,1.7,0.03,259.63,242.86,96.24,30.94,0.0,0.0,0.01,193.66,201.11,96.46,28.11,0.45,1.46,0.05,75.28,167.71,96.43,26.71,0.14,1.04,0.03,122.92,180.74,101.37,18.86,3.28,0.73,0.32,303.71,106.71,97.87,28.87,0.18,0.63,0.02,270.94,215.21,106.19,30.5,0.02,0.09,0.0,267.15,208.12,95.82,24.86,0.16,1.09,0.03,87.35,174.47,97.86,32.68,0.34,2.17,0.03,244.21,217.74,99.67,23.52,0.32,0.16,0.04,291.53,239.28,96.28,20.46,0.0,0.0,0.0,81.76,95.32,99.69,34.16,0.06,0.21,0.01,266.97,254.21,96.7,29.61,0.63,1.98,0.06,95.68,177.37,95.07,33.99,0.01,0.04,0.24,269.18,195.46,96.3,37.49,0.01,0.02,0.01,82.01,44.96,97.1399993896484,29.6700000762939,0.0,0.0,0.0,0,not_pass,right,0.4025974025974026,0.5692307692307692,0.38235294117647056,0.25,0.5,0.14285714285714285,0.625,0.0,0.6666666666666666,2
2022091807.2016,78.24,29.65,0.39,1.98,0.03,110.82,241.61,83.2,19.73,0.05,0.02,0.01,312.38,119.85,78.99,26.64,0.45,1.12,0.05,92.4,57.47,80.33,30.32,0.22,0.87,0.03,262.35,290.14,78.34,23.8,0.06,0.96,0.03,104.9,40.66,78.72,39.28,0.0,0.0,0.01,94.21,263.82,84.33,26.69,0.21,0.17,0.04,264.74,226.13,80.05,22.45,0.02,0.02,0.01,280.31,281.28,78.79,32.72,0.15,0.53,0.01,78.77,73.38,79.22,29.62,0.3,0.95,0.04,93.59,344.15,78.68,25.05,0.22,0.71,0.02,87.18,30.66,78.81,31.17,0.19,0.67,0.02,94.27,110.04,80.26,27.25,0.37,1.14,0.03,263.7,245.09,80.97,39.54,0.05,0.05,0.01,255.59,92.12,72.87,29.65,0.0,0.0,0.01,88.38,90.25,83.38,31.07,0.91,4.96,0.07,254.48,234.23,88.24,33.95,0.04,0.04,0.01,275.95,267.26,78.39,22.45,0.02,0.02,0.03,102.05,48.15,85.33,23.25,0.06,0.05,0.01,217.76,198.27,80.41,25.18,0.24,1.07,0.05,248.5,315.68,79.02,28.09,0.17,0.74,0.02,60.48,105.5,80.9,34.14,0.11,1.14,0.01,264.54,230.21,79.4899978637695,29.6100006103516,0.0,0.0,0.0,1,not_pass,middle,0.39436619718309857,0.5757575757575758,0.16666666666666666,0.3125,0.7142857142857143,0.25,0.5625,0.5925925925925926,0.0,2
2022091807.2396,21.18,32.02,0.11,0.72,0.06,101.49,99.67,30.84,29.93,0.1,0.64,0.01,255.6,237.19,24.26,26.91,0.5,1.27,0.05,268.5,300.62,22.85,27.37,0.27,1.08,0.02,37.27,138.84,28.09,29.92,0.01,0.06,0.0,266.9,198.83,16.04,43.78,0.01,0.01,0.01,115.16,23.58,22.62,35.55,0.54,2.26,0.04,72.32,81.95,24.19,23.88,0.01,0.3,0.01,275.12,300.62,24.4,28.3,0.49,1.11,0.05,270.56,241.82,24.07,31.31,0.52,1.06,0.05,279.31,279.21,24.28,33.14,0.6,2.07,0.05,283.81,345.85,22.64,30.82,0.61,2.01,0.05,94.31,136.03,14.21,25.35,0.0,0.0,0.01,77.09,63.42,24.65,25.07,0.26,1.41,0.02,265.52,306.5,22.5,23.63,0.02,0.4,0.01,46.15,29.66,12.48,31.69,0.65,0.77,0.06,92.42,334.28,25.46,21.69,0.05,0.51,0.0,274.06,285.68,20.08,28.58,1.45,0.59,0.14,89.56,12.41,23.84,29.87,0.63,1.07,0.06,266.71,331.15,18.89,19.82,0.04,0.02,0.01,83.53,321.36,24.2,44.17,0.0,0.0,0.01,265.03,231.66,18.55,23.96,0.0,0.0,0.01,85.52,47.84,24.8799991607666,29.7900009155273,7.51999998092651,0.75,1.23000001907349,1,not_pass,right,0.375,0.6052631578947368,0.35135135135135137,0.36585365853658536,0.875,0.4,0.5238095238095238,0.5,0.4,2
2022091807.3569,89.68,23.41,0.06,0.07,0.01,293.14,249.89,77.79,44.6,0.58,0.54,0.06,132.52,237.4,85.75,44.34,0.0,0.0,0.0,271.71,130.79,85.99,26.52,0.25,1.16,0.02,283.43,7.41,84.05,21.18,0.01,0.11,0.01,87.27,3.56,82.45,15.3,1.41,1.7,0.15,55.03,79.11,85.93,19.09,0.03,0.35,0.0,299.28,337.06,86.51,31.03,0.0,0.0,0.0,267.43,290.04,83.47,24.46,0.09,0.06,0.03,98.4,265.16,84.08,17.99,0.0,0.0,0.01,29.06,162.21,86.2,20.43,0.31,1.63,0.03,268.79,341.23,85.52,23.71,0.17,1.08,0.02,281.04,339.29,89.81,21.34,0.0,0.0,0.01,278.59,335.73,86.07,21.87,0.19,1.14,0.02,262.5,309.55,81.97,37.28,0.12,1.17,0.01,76.69,287.8,78.7,32.09,0.04,0.04,0.01,131.59,322.61,82.99,19.96,0.18,0.07,0.03,67.69,333.71,68.88,25.97,0.63,0.22,0.06,89.44,285.37,87.22,36.91,0.0,0.0,0.01,213.06,141.94,85.92,25.08,0.18,0.91,0.02,244.87,0.56,83.88,28.57,0.0,0.0,0.02,128.69,96.11,83.97,25.91,0.21,1.13,0.02,80.61,112.4,84.6100006103516,23.6200008392334,7.09000015258789,0.439999997615814,0.430000007152557,0,not_pass,right,0.39361702127659576,0.5842696629213483,0.2692307692307692,0.40476190476190477,0.5333333333333333,0.2222222222222222,0.30434782608695654,0.6111111111111112,0.058823529411764705,2
2022091807.797,62.87,27.53,0.0,0.01,0.0,255.02,242.69,58.41,32.72,0.07,0.78,0.01,62.43,336.44,60.12,32.35,0.0,0.13,0.01,210.63,261.34,54.38,29.38,0.0,0.0,0.0,77.83,35.32,62.71,19.06,0.12,0.07,0.02,266.28,169.66,60.73,43.29,0.0,0.0,0.0,264.97,203.33,60.36,23.42,0.01,0.17,0.0,284.05,232.53,58.46,30.99,0.01,0.26,0.0,85.16,337.8,58.67,28.15,0.01,0.32,0.01,72.85,2.74,58.3,26.49,0.02,0.33,0.0,90.38,268.36,64.34,38.29,0.45,0.54,0.04,270.91,330.9,69.45,11.34,0.07,0.06,0.01,265.6,176.55,60.14,28.5,0.0,0.0,0.0,249.28,298.22,75.95,25.68,0.44,0.3,0.07,260.64,90.18,58.1,37.16,0.0,0.0,0.0,87.5,164.21,58.88,10.69,0.0,0.0,0.0,82.67,339.13,60.18,35.24,0.0,0.0,0.01,222.03,282.41,57.91,19.39,0.0,0.0,0.0,96.68,46.12,62.32,35.91,1.31,4.4,0.11,262.44,174.93,59.05,29.57,0.16,0.9,0.01,81.06,346.06,58.7,43.3,0.0,0.0,0.0,76.95,356.4,54.11,27.31,0.0,0.0,0.0,121.77,179.98,59.4500007629395,29.4899997711182,0.0,0.0,0.0,0,not_pass,left,0.4142857142857143,0.5517241379310345,0.0,0.5,0.5,0.0,0.5294117647058824,0.5,0.0,2
2022091807.994,25.38,23.54,0.19,0.38,0.02,286.61,282.71,16.14,37.02,0.06,0.05,0.03,91.46,332.96,18.35,36.24,0.26,0.99,0.03,81.99,95.07,21.56,34.58,0.0,0.1,0.0,254.01,292.64,21.84,26.93,0.65,2.48,0.06,271.67,16.23,19.78,24.92,0.04,0.48,0.03,113.71,241.6,22.07,19.01,0.01,0.02,0.02,309.15,342.01,22.75,35.9,0.0,0.0,0.0,255.55,346.99,19.92,17.52,0.1,0.53,0.02,73.84,97.93,21.84,20.4,0.8,2.95,0.07,270.69,339.55,21.45,23.77,0.31,1.09,0.03,239.82,55.26,25.39,21.59,0.0,0.0,0.01,280.86,356.22,21.64,22.07,0.75,1.85,0.07,274.0,287.28,19.37,14.17,0.17,0.07,0.01,86.92,284.28,15.77,23.06,0.21,0.16,0.03,80.62,122.28,15.86,16.82,0.0,0.0,0.0,73.8,77.03,14.36,30.1,0.26,1.14,0.03,71.76,132.59,19.89,21.08,0.39,0.76,0.05,91.4,96.44,21.35,14.54,0.0,0.0,0.01,268.58,339.3,21.61,25.05,0.07,0.42,0.01,259.04,233.22,19.63,29.45,0.17,1.5,0.02,91.96,124.41,15.85,19.31,0.0,0.0,0.0,90.74,151.83,20.7900009155273,23.7199993133545,0.0,0.0,0.0,1,not_pass,right,0.3620689655172414,0.6037735849056604,0.21052631578947367,0.3103448275862069,0.59375,0.125,0.6,0.6190476190476191,0.6666666666666666,2
2022091808.178,44.9,26.48,0.0,0.0,0.01,276.97,335.82,45.72,24.14,0.0,0.0,0.0,274.18,175.95,43.0,31.26,0.04,0.09,0.01,67.76,69.57,29.79,24.0,0.05,0.05,0.01,82.86,197.03,43.15,27.52,0.01,0.17,0.01,113.81,5.65,44.25,29.87,0.08,0.69,0.01,246.04,4.72,31.44,34.58,0.38,0.15,0.04,81.25,11.75,45.19,33.04,0.03,0.41,0.0,261.21,328.8,42.73,24.41,0.02,0.02,0.0,54.42,287.24,44.94,25.61,0.0,0.09,0.0,264.32,279.51,38.8,32.5,0.24,1.89,0.02,85.72,3.13,50.31,30.54,4.68,1.77,0.47,347.94,10.83,37.45,40.04,0.01,0.01,0.0,124.18,340.92,44.78,39.14,0.0,0.0,0.0,260.6,125.24,39.5,27.68,0.01,0.18,0.01,75.64,101.18,43.1,35.69,0.0,0.0,0.01,75.33,73.29,45.35,18.85,0.0,0.0,0.0,279.2,135.66,49.12,29.75,0.29,0.56,0.02,268.04,185.78,44.85,28.06,0.12,0.89,0.01,244.7,321.99,40.9,21.51,0.19,0.09,0.02,190.71,102.46,44.99,31.28,0.01,0.35,0.01,265.41,120.07,35.04,17.1,0.23,0.22,0.02,79.36,278.66,43.8499984741211,29.8099994659424,0.0,0.0,0.0,1,not_pass,middle,0.3333333333333333,0.62,0.46153846153846156,0.25,0.5,0.0,0.3,0.6,0.42857142857142855,2
2022091808.3381,40.93,23.94,0.06,0.05,0.02,310.68,237.03,44.58,26.49,0.05,0.06,0.01,273.97,250.58,27.77,26.77,0.99,0.67,0.1,73.2,323.95,39.13,24.81,0.1,0.17,0.01,126.7,314.46,40.37,26.55,0.37,1.45,0.03,253.58,351.05,36.58,20.83,0.97,1.19,0.1,328.12,101.57,41.11,29.77,0.22,0.83,0.04,276.37,342.47,39.03,32.48,0.26,1.59,0.04,103.97,128.79,40.71,22.54,0.06,0.03,0.03,203.74,211.37,45.32,29.11,0.03,0.03,0.01,248.27,176.23,39.14,27.87,0.6,0.36,0.06,109.37,134.37,41.37,19.41,0.05,0.05,0.02,274.31,228.43,35.87,25.88,0.08,0.07,0.02,101.9,345.49,38.93,43.79,0.16,0.39,0.02,137.6,210.69,40.54,44.56,0.06,0.05,0.01,246.98,203.65,36.34,30.32,0.04,1.11,0.01,81.62,109.86,39.01,20.69,0.25,0.67,0.03,88.24,355.73,42.07,35.14,0.02,0.02,0.01,147.03,294.81,40.81,25.2,0.09,0.63,0.07,271.03,317.84,36.8,36.99,0.28,0.67,0.03,61.33,124.62,41.19,28.36,0.11,0.64,0.04,268.73,147.94,36.73,17.67,0.31,0.84,0.04,63.2,21.75,40.5999984741211,26.5,0.219999998807907,3.41000008583069,0.180000007152557,1,not_pass,middle,0.3465346534653465,0.6288659793814433,0.1724137931034483,0.4,0.5833333333333334,0.0,0.4473684210526316,0.5454545454545454,0.2,2
